country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,package_description,atc_code,marketing_auth_holder,reporter,status,reason,parallel_export_ban,legal_basis,healthcare_notice,basg_note,shortage_start,estimated_end,last_updated,scraped_at,prk
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,10 x 1 ml Stärke 36,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329335,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,10 x 1 ml Stärke 6,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329344,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,10 x 1 ml Stärke 60,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329352,
AT,Austria,BASG,Isorel P (Pini) - Injektionslösung,VISCI ALBI HERBA (AUSZUG),,Injektionslösung,10 Stück,10 x 1 ml Stärke 12,V03AX,"LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich","LUKAS Heil-Betriebsstätte GmbH, Maglern 60, 9602 Arnoldstein, Österreich",Nicht verfügbar,Wechsel des Zulassungsinhabers,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Geplant,,2026-08-25,,2026-08-25,2026-09-23T20:51:08.329362,
AT,Austria,BASG,Exemestan ratiopharm 25 mg Filmtabletten,EXEMESTAN,25 mg,Filmtablette,30 Stück,30 Stück (PVC-/PVdC-/Aluminiumblister),L02BG06,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2024-11-07,2026-06-30,2026-05-18,2026-09-23T20:51:08.329372,54917
AT,Austria,BASG,Immunoprin 75 mg Filmtabletten,AZATHIOPRIN,75 mg,Filmtablette,50 Stück,50 Stück (Polyethylen-Plastik-Behältnis),L04AX01,"Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich","Ebewe Pharma Ges.m.b.H. Nfg.KG, Mondseestraße 11, 4866 Unterach Am Attersee, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-11,,2026-05-11,2026-09-23T20:51:08.329381,
AT,Austria,BASG,Galantamin ratiopharm GmbH 8 mg Retardkapseln,GALANTAMIN HYDROBROMID,8 mg,"Hartkapsel, retardiert",30 Stück,30 Stück Retardkapseln (PVC/PE/PVDC-Al-Blisterpackung),N06DA04,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-14,,2026-09-15,2026-09-23T20:51:08.329390,76767
AT,Austria,BASG,"Amlodipin/Valsartan/HCT Sandoz 5 mg/160 mg/12,5 mg – Filmtabletten","AMLODIPIN BESILAT, HYDROCHLOROTHIAZID, VALSARTAN","5/160/12,5 mg",Filmtablette,28 Stück,"PVC/PVDC/Alu, n/a",C09DX01,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-17,,2026-08-17,2026-09-23T20:51:08.329400,123420
AT,Austria,BASG,Ramipril/Amlodipin/HCT 1A Pharma 10 mg/5 mg/25 mg – Hartkapseln,"AMLODIPIN BESILAT, HYDROCHLOROTHIAZID, RAMIPRIL",10 mg/5 mg/25 mg,Hartkapsel,30 Stück,OPA/Aluminium/PVC//Aluminium- Blisterpackung,C09BX03,"1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich","1 A Pharma GmbH, Jakov-Lind-Straße 5/3.05, 1020 Wien, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-17,,2026-02-17,2026-09-23T20:51:08.329409,
AT,Austria,BASG,Rheumesser 3 ml - Ampullen,"KEBUZON, DEXAMETHASON, 2-(2-CARBAMOYLPHENOXY)ESSIGSÄURE, LIDOCAIN, CYANOCOBALAMIN",,Injektionslösung,3 Stück,"3 x 3 ml Stück Weißglasampulle, Glastype 1",M01BA,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Rückruf von Chargen am Markt,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,"Informationen zum Rückruf unter https://www.basg.gv.at/marktbeobachtung/amtliche-nachrichten/detail/rheumesser-3-ml-ampullen
Information regarding the recall please see https://www.basg.gv.at/en/market-surveillance/official-announcements/detail/rheumesser-3-ml-ampullen",2026-08-03,2026-09-25,2026-08-03,2026-09-23T20:51:08.329420,
AT,Austria,BASG,Rheumesser 3 ml - Ampullen,"KEBUZON, DEXAMETHASON, 2-(2-CARBAMOYLPHENOXY)ESSIGSÄURE, LIDOCAIN, CYANOCOBALAMIN",,Injektionslösung,1 Stück,"1 x 3 ml Stück Weißglasampulle, Glastype 1",M01BA,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Rückruf von Chargen am Markt,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Ja,"Informationen zum Rückruf unter https://www.basg.gv.at/marktbeobachtung/amtliche-nachrichten/detail/rheumesser-3-ml-ampullen
Information regarding the recall please see https://www.basg.gv.at/en/market-surveillance/official-announcements/detail/rheumesser-3-ml-ampullen",2026-08-03,2026-09-25,2026-08-03,2026-09-23T20:51:08.329431,
AT,Austria,BASG,"Advantan 0,1 % - Creme",METHYLPREDNISOLON ACEPONAT,"0,1 %",Creme,300 g,Tiegel zu 300 g,D07AC14,"LEO PHARMA A/S, Industriparken 55, 2750 Ballerup, Kingdom of Denmark","LEO PHARMA A/S, Industriparken 55, 2750 Ballerup, Kingdom of Denmark",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-09,2026-10-05,2026-09-10,2026-09-23T20:51:08.329442,
AT,Austria,BASG,Memantin ratiopharm GmbH 10 mg Filmtabletten,MEMANTIN HYDROCHLORID,10 mg,Filmtablette,28 Stück,PVC/PVDC-Aluminium-Blisterpackungen: 28 Filmtabletten,N06DX01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-03,,2026-08-05,2026-09-23T20:51:08.329452,66818
AT,Austria,BASG,Diovan 80 mg Filmtabletten,VALSARTAN,,Filmtablette,28 Stück,28 Stück PVC/PVDC/Alu oder PVC/PVDC/Alu-Blisterpackungen,C09CA03,"Novartis Pharma GmbH, Jakov-Lind-Straße 5/Top 3.05, 1020 Wien, Österreich","Novartis Pharma GmbH, Jakov-Lind-Straße 5/Top 3.05, 1020 Wien, Österreich",Nicht verfügbar,Sonstiger,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-09,2026-11-17,2026-09-16,2026-09-23T20:51:08.329463,61220
AT,Austria,BASG,Tamoxifen ratiopharm 20 mg - Tabletten,TAMOXIFENCITRAT,20 mg,Tablette,30 Stück,30 Stück in dunkelgrüner PVC-Folie; Alu-Folie,L02BA01,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Auslieferung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-31,,2026-09-01,2026-09-23T20:51:08.329472,17884
AT,Austria,BASG,Mexa-Vit. C ratiopharm - Brausetabletten,"PARACETAMOL, ASCORBINSÄURE",,Brausetablette,10 Stück,Polypropylen m. Polyethylen-Verschlusskappe,N02BE51,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",resolved,Verzögerung bei der Herstellung,Nein,freiwillige Meldung,Nein,,2025-10-24,,2026-08-26,2026-09-23T20:51:08.329481,
AT,Austria,BASG,Mexa-Vit. C ratiopharm - Brausetabletten,"PARACETAMOL, ASCORBINSÄURE",,Brausetablette,30 Stück,Polypropylen m. Polyethylen-Verschlusskappe,N02BE51,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,freiwillige Meldung,Nein,,2025-12-01,,2026-08-26,2026-09-23T20:51:08.329490,
AT,Austria,BASG,Mexa-Vit. C ratiopharm - Brausetabletten,"PARACETAMOL, ASCORBINSÄURE",,Brausetablette,20 Stück,Polypropylen m. Polyethylen-Verschlusskappe,N02BE51,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",resolved,Verzögerung bei der Herstellung,Nein,freiwillige Meldung,Nein,,2025-06-12,,2026-08-26,2026-09-23T20:51:08.329499,
AT,Austria,BASG,Ultracortenol 5 mg/g Augensalbe,PREDNISOLON PIVALAT,5 mg/g,Augensalbe,5 g,5 g,S01BA04,"AGEPHA Pharma s.r.o, Dialnicna Cesta 5, 903 01 Senec, Slowakei","AGEPHA Pharma s.r.o, Dialnicna Cesta 5, 903 01 Senec, Slowakei",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-11-25,,2025-11-24,2026-09-23T20:51:08.329509,7919
AT,Austria,BASG,Kreon 10.000 Einheiten - Kapseln,PANKREAS(EXTRAKT),10000 E,Hartkapsel,20 Stück,20 Kapseln in Aluminium-Aluminium-Folie-Blister (je 10 Kapseln pro Blisterstreifen),A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-09-15,2026-10-31,2026-06-01,2026-09-23T20:51:08.329519,138932
AT,Austria,BASG,Kreon 10.000 Einheiten - Kapseln,PANKREAS(EXTRAKT),10000 E,Hartkapsel,500 Stück,10 x 50 Kapseln in HDPE-Kunststoffdosen mit PP-Schraubverschluss (Bündelpackung),A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-09-15,2026-12-31,2026-06-01,2026-09-23T20:51:08.329530,138932
AT,Austria,BASG,Kreon 10.000 Einheiten - Kapseln,PANKREAS(EXTRAKT),10000 E,Hartkapsel,50 Stück,50 Kapseln in HDPE-Kunststoffdosen mit PP-Schraubverschluss,A09AA02,"Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich","Viatris Austria GmbH, Guglgasse 15, 1110 Wien, Österreich",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-09-15,2026-12-31,2026-06-01,2026-09-23T20:51:08.329542,138932
AT,Austria,BASG,CiproMed 250 mg - Filmtabletten,CIPROFLOXACINHYDROCHLORID,250 mg,Filmtablette,20 Stück,20 Stück,J01MA02,"S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich","S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-01,2026-09-30,2026-05-04,2026-09-23T20:51:08.329552,138924
AT,Austria,BASG,CiproMed 250 mg - Filmtabletten,CIPROFLOXACINHYDROCHLORID,250 mg,Filmtablette,10 Stück,10 Stück,J01MA02,"S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich","S.MED Handels GmbH, Zachgasse 1, 1220 Wien, Österreich",Nicht verfügbar,Vorübergehende Einstellung des Inverkehrbringens,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-02-01,2026-09-30,2026-05-04,2026-09-23T20:51:08.329563,138924
AT,Austria,BASG,Hydrosan  - Tabletten,CHLORTALIDON,,Tablette,30 Stück,30 Stück (PVC-Alu-Blisterpackung),C03BA04,"Wabosan Arzneimittelvertriebs GmbH, Anton-Anderer-Platz 6/1, 1210 Wien, Österreich","Wabosan Arzneimittelvertriebs GmbH, Anton-Anderer-Platz 6/1, 1210 Wien, Österreich",Nicht verfügbar,Produktionstransfer zu einem alternativen Hersteller,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2022-10-19,2026-09-30,2025-10-21,2026-09-23T20:51:08.329574,15962
AT,Austria,BASG,Lercanidipin Actavis 20 mg Filmtabletten,LERCANIDIPIN HYDROCHLORID,20 mg,Filmtablette,30 Stück,30 Stück (Al/PVC/PVDC-Blister),C08CA13,"Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland","Actavis Group PTC ehf., Dalshraun 1, 220 Hafnarfjördur, Republic of Iceland",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-24,,2026-08-27,2026-09-23T20:51:08.329583,79510
AT,Austria,BASG,Elvanse 70 mg Hartkapseln,LISDEXAMFETAMIN DIMESYLAT,70 mg,Hartkapsel,30 Stück,30 Hartkapseln in Flasche aus Polyethylen hoher Dichte und kindergesicherter Verschluss aus Polypropylen mit Folieninnensiegel.,N06BA12,"Takeda Pharmaceuticals International AG Ireland Branch, Block 2 Miesian Plaza 50-58 Baggot Street Lower -, D02 HW68 Dublin 2, Irland","Takeda Pharmaceuticals International AG Ireland Branch, Block 2 Miesian Plaza 50-58 Baggot Street Lower -, D02 HW68 Dublin 2, Irland",eingeschränkt verfügbar,Erhöhter Mehrbedarf,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2025-05-08,,2026-08-05,2026-09-23T20:51:08.329592,198412
AT,Austria,BASG,Pirfenidon ratiopharm 801 mg Filmtabletten,PIRFENIDON,801 mg,Filmtablette,84 Stück,"PVC/Aclar/PVC forming foil and Lidding Aluminum foil, n/a",L04AX05,"ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich","ratiopharm Arzneimittel Vertriebs GmbH, Donau-City-Str. 11/Ares Tower/top 13 -, 1220 Wien, Österreich",Nicht verfügbar,Verzögerung bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-31,,2026-09-01,2026-09-23T20:51:08.329601,146773
AT,Austria,BASG,Rasilez 300 mg Filmtabletten,ALISKIREN,300 mg,Filmtablette,28 Stück,(PA/Alu/PVC),C09XA02,"Lxo Ireland Designated Activity Company, D'Olier Chambers 16a D'Olier Street -, D02 H589 Dublin 2, Irland","Lxo Ireland Designated Activity Company, D'Olier Chambers 16a D'Olier Street -, D02 H589 Dublin 2, Irland",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2023-07-31,,2026-01-30,2026-09-23T20:51:08.329611,85073
AT,Austria,BASG,Sertralin Sandoz 100 mg - Filmtabletten,SERTRALIN HYDROCHLORID,100 mg,Filmtablette,30 Stück,30 Stück Blisterpackung (PVC/Aluminium),N06AB06,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-03-18,,2026-09-02,2026-09-23T20:51:08.329620,39411
AT,Austria,BASG,Sertralin Sandoz 100 mg - Filmtabletten,SERTRALIN HYDROCHLORID,100 mg,Filmtablette,10 Stück,10 Stück Blisterpackung (PVC/Aluminium),N06AB06,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-14,,2026-09-02,2026-09-23T20:51:08.329629,39411
AT,Austria,BASG,"Ramipril-HCT ratiopharm 2,5 mg/ 12,5 mg - Tabletten","HYDROCHLOROTHIAZID, RAMIPRIL","2,5 mg/12,5 mg",Tablette,30 Stück,30 Stück in Alu/Alu-Folien-Blister,C09BA05,"Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande","Teva B.V., Swensweg 5, 2031 GA Haarlem, Niederlande",Nicht verfügbar,Verzögerung bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-07,,2026-09-08,2026-09-23T20:51:08.329638,40363
AT,Austria,BASG,Nicorandil Rivopharm 20 mg Tabletten,NICORANDIL,,Tablette,60 Stück,60 Stück Alu Blister,C01DX16,"Holsten Pharma GmbH, Hahnstraße 31-35, 60528 Frankfurt Am Main, Federal Republic of Germany","Holsten Pharma GmbH, Hahnstraße 31-35, 60528 Frankfurt Am Main, Federal Republic of Germany",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-01,,2026-04-20,2026-09-23T20:51:08.329647,
AT,Austria,BASG,Nicorandil Rivopharm 20 mg Tabletten,NICORANDIL,,Tablette,30 Stück,30 Stück Alu Blister,C01DX16,"Holsten Pharma GmbH, Hahnstraße 31-35, 60528 Frankfurt Am Main, Federal Republic of Germany","Holsten Pharma GmbH, Hahnstraße 31-35, 60528 Frankfurt Am Main, Federal Republic of Germany",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-01,,2026-04-20,2026-09-23T20:51:08.329656,
AT,Austria,BASG,Apremilast Zentiva Starterpackung 10 mg + 20 mg + 30 mg Filmtabletten,APREMILAST,10+ 20+ 30 mg,Filmtablette,27 Stück,"PVC/Aluminium Blister enthalten 27 Filmtabletten (4 x 10mg, 4 x 20 mg, 19 x 30 mg)",L04AA32,"Zentiva k.s., U Kabelovny 130 Dolni Mecholupy -, 102 37 Prague, Tschechische Republik","Zentiva k.s., U Kabelovny 130 Dolni Mecholupy -, 102 37 Prague, Tschechische Republik",Nicht verfügbar,Qualitätsprobleme des Fertigproduktes,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-01,2026-12-31,2026-08-13,2026-09-23T20:51:08.329667,125709
AT,Austria,BASG,Depakine Chronosphere 500 mg Retardgranulat in Beuteln,"NATRIUM VALPROAT, VALPROINSÄURE",500 mg,Retardgranulat,30 Stück,30 Beutel (Papier/Alu/Ionomer-Harz-Komplex),N03AG01,"Sanofi-Aventis GmbH, Turm A, 29. OG, Wienerbergstraße 11, 1100 Wien, Österreich","Sanofi-Aventis GmbH, Turm A, 29. OG, Wienerbergstraße 11, 1100 Wien, Österreich",eingeschränkt verfügbar,Kapazitätsengpässe bei der Herstellung,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-03-10,2026-09-30,2026-03-10,2026-09-23T20:51:08.329678,79642
AT,Austria,BASG,"Zaditen 0,025% - Augentropfen",KETOTIFEN HYDROGENFUMARAT,"0,025 %","Augentropfen, Lösung",5 ml,5 ml (weiße LDPE-Flasche),S01GX08,"Laboratoires Thea, 12 Rue Louis Bleriot -, 63100 Clermont Ferrand, French Republic","Laboratoires Thea, 12 Rue Louis Bleriot -, 63100 Clermont Ferrand, French Republic",Nicht verfügbar,Rückruf von Chargen am Markt,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,"Informationen zum Rückruf unter https://www.basg.gv.at/marktbeobachtung/amtliche-nachrichten/detail/zaditen-und-oculotect
Information regarding the recall please see https://www.basg.gv.at/en/market-surveillance/official-announcements/detail/zaditen-und-oculotect",2025-07-16,2027-01-31,2026-07-16,2026-09-23T20:51:08.329689,101850
AT,Austria,BASG,"Rivahib 2,5 mg-Filmtabletten",RIVAROXABAN,"2,5 mg",Filmtablette,60 Stück,"Clear, transparent PVC/PVDC 90 g/m2 pharmaceutical foil 250 μm and aluminium foil 0.020 mm, n/a",B01AF01,"G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich","G.L. Pharma GmbH, Schloßplatz 1, 8502 Lannach, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-09-10,2026-11-20,2026-09-10,2026-09-23T20:51:08.329699,117250
AT,Austria,BASG,Eisencarboxymaltose Sandoz 50 mg/ml - Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,1 Stück,1x20ml in Durchstechflasche (Typ-I-Glas) mit einem Stopfen (grauer Chlorobutylgummi) und einer Aluminiumkappe,B03AC,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-05-05,,2026-09-15,2026-09-23T20:51:08.329710,
AT,Austria,BASG,Eisencarboxymaltose Sandoz 50 mg/ml - Dispersion zur Injektion/Infusion,EISENCARBOXYMALTOSE,50 mg/ml,Dispersion zur Injektion/Infusion,1 Stück,1x10ml in Durchstechflasche (Typ-I-Glas) mit einem Stopfen (grauer Chlorobutylgummi) und einer Aluminiumkappe,B03AC,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",resolved,Verknappung des Wirkstoffes,Ja,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-04-17,,2026-09-15,2026-09-23T20:51:08.329719,
AT,Austria,BASG,"Pramipexol Sandoz 0,26 mg - Retardtabletten",PRAMIPEXOL DIHYDROCHLORID MONOHYDRAT,"0,26 mg",Retardtablette,10 Stück,10 Tabletten in OPA-Aluminium-PVC/Aluminium-Blisterpackung,N04BC05,"Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich","Sandoz GmbH, Biochemiestraße 10, 6250 Kundl, Österreich",Nicht verfügbar,Kapazitätsengpässe bei der Herstellung,Nein,§1 (1) Verordnung über die Sicherstellung der Arzneimittelversorgung,Nein,,2026-08-06,2026-09-10,2026-08-06,2026-09-23T20:51:08.329731,91278
