country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,shortage_start,estimated_end,status,marketing_auth_holder,notes,scraped_at,prk
FI,Finland,FIMEA,Sunitinib Accord 50 mg,,,30,067216,L01EX01,2026-07-21,2026-09-30,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.538991,214213
FI,Finland,FIMEA,Fingolimod Tillomed 0.5 mg,,,28 x 1,399149,L04AE01,2026-03-30,2026-11-01,shortage,Tillomed Pharma GmbH,"Lisätietoja antaa: FrostPharma AB, +46 8243660, quality@frostpharma.com",2026-09-21T13:18:24.539031,100129
FI,Finland,FIMEA,Alluzience 200 Speywood-yksikköä/ml,,,2 x 0.625 ml,087733,M03AX01,2026-04-01,2027-01-11,shortage,Ipsen Pharma,"Lisätietoja antaa: Galderma Nordic, Noor Alrammahi, noor.alrammahi@galderma.com",2026-09-21T13:18:24.539072,213098
FI,Finland,FIMEA,Fentanyl Sandoz 200 mikrog,,,10 x 1,037646,N02AB03,2026-08-26,2026-09-30,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.539110,96199
FI,Finland,FIMEA,Fentanyl Sandoz 300 mikrog,,,30 x 1,402295,N02AB03,2026-08-06,2026-09-30,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.539148,98191
FI,Finland,FIMEA,Zonegran 25 mg,,,56,445461,N03AX15,2026-07-28,2026-10-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.539189,95281
FI,Finland,FIMEA,Temozolomide Accord 180 mg,,,5 x 1,480705,L01AX03,2024-11-01,2026-12-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539227,84328
FI,Finland,FIMEA,Temozolomide Teva 250 mg,,,5,050731,L01AX03,2026-05-11,2026-11-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539268,52337
FI,Finland,FIMEA,Fycompa 8 mg,,,28,529403,N03AX22,2026-08-26,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539307,115495
FI,Finland,FIMEA,Ansatipin 150 mg,,,30,160506,J04AB04,2026-09-01,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539353,
FI,Finland,FIMEA,Pirfenidone ratiopharm 801 mg,,,84,430885,L04AX05,2026-09-23,2026-11-16,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-21T13:18:24.539402,146773
FI,Finland,FIMEA,Mepidental 30 mg/ml,,,50 x 1.8 ml,123701,N01BB03,2026-05-21,2027-12-31,shortage,Laboratorios Inibsa S.A.,"Lisätietoja antaa: Laboratorios Inibsa, S.A., regulatory@inibsa.com",2026-09-21T13:18:24.539441,204897
FI,Finland,FIMEA,Bosentan Accord 62.5 mg,,,56,497765,C02KX01,2026-08-19,2027-02-28,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539481,67369
FI,Finland,FIMEA,Sugammadex Stada 100 mg/ml,,,10 x 5 ml,564759,V03AB35,2025-12-29,2026-12-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.539519,87297
FI,Finland,FIMEA,Bupropion Sandoz 300 mg,,,30,184594,N06AX12,2026-01-23,2026-12-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.539561,82899
FI,Finland,FIMEA,Bupropion Sandoz 300 mg,,,90,391418,N06AX12,2026-03-05,2026-12-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.539600,82899
FI,Finland,FIMEA,Temozolomide Accord 100 mg,,,5 x 1,093515,L01AX03,2026-01-26,2026-11-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539638,52329
FI,Finland,FIMEA,Temozolomide Accord 100 mg,,,20 x 1,433028,L01AX03,2026-09-04,2026-11-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539677,52329
FI,Finland,FIMEA,Ikervis 1 mg/ml,,,30 x 0.3 ml,121171,S01XA18,2026-02-16,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539714,216461
FI,Finland,FIMEA,Nifedipin Alternova 60 mg,,,100,512829,C08CA05,2025-11-10,2026-12-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539753,33707
FI,Finland,FIMEA,Efient 10 mg,,,28,491966,B01AC22,2026-09-17,2026-10-01,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539792,196894
FI,Finland,FIMEA,Valcyte 50 mg/ml,,,12 g,422679,J05AB14,2026-06-12,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.539830,134708
FI,Finland,FIMEA,Caspofungin Tillomed 70 mg,,,70 mg,056758,J02AX04,2025-06-10,2026-12-31,shortage,Tillomed Pharma GmbH,"Lisätietoja antaa: FrostPharma AB, +46 8243660, quality@frostpharma.com",2026-09-21T13:18:24.539869,70319
FI,Finland,FIMEA,Caspofungin Tillomed 50 mg,,,50 mg,443962,J02AX04,2025-03-26,2026-12-31,shortage,Tillomed Pharma GmbH,"Lisätietoja antaa: FrostPharma AB, quality@frostpharma.com",2026-09-21T13:18:24.539907,70300
FI,Finland,FIMEA,Simponi 50 mg,,,50 mg,591864,L04AB06,2026-09-25,2026-11-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.539945,105406
FI,Finland,FIMEA,Meropenem Kalceks 500 mg,,,10 x 500 mg,141007,J01DH02,2026-05-04,2026-12-31,shortage,AS Kalceks,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.539985,94811
FI,Finland,FIMEA,Meropenem Kalceks 1 g,,,10 x 1 g,092277,J01DH02,2026-05-04,2026-12-31,shortage,AS Kalceks,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.540023,94838
FI,Finland,FIMEA,Pamorelin 22.5 mg,,,22.5 mg + 2 ml,425326,L02AE04,2024-02-01,2026-10-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.540059,91820
FI,Finland,FIMEA,Calciumgluconat B. Braun 100 mg/ml,,,20 x 10 ml,168835,B05BB01,2026-03-05,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.540097,
FI,Finland,FIMEA,Bupropion Accord 150 mg,,,90,446767,N06AX12,2025-02-11,2026-12-31,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.540145,
FI,Finland,FIMEA,Bupropion Accord 150 mg,,,30,460625,N06AX12,2025-02-25,2026-12-31,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.540184,82872
FI,Finland,FIMEA,Teriflunomide Sandoz 14 mg,,,28,037083,L04AK02,2026-07-10,2026-10-21,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Ropi Heikkilä, +358 50 592 5710, ropi.heikkila@sandoz.com",2026-09-21T13:18:24.540223,117838
FI,Finland,FIMEA,Desmopressin Sandoz 240 mikrog,,,30,416337,H01BA02,2026-06-04,2026-12-31,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.540262,225428
FI,Finland,FIMEA,Calcium folinate Kalceks 10 mg/ml,,,10 x 30 ml,404943,V03AF03,2026-06-17,2026-10-12,shortage,Kalceks AS,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.540304,48852
FI,Finland,FIMEA,Dexfarm 5 mg,,,30,470662,N06BA02,2026-05-15,2026-10-15,shortage,Orifarm Healthcare A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-21T13:18:24.540343,106534
FI,Finland,FIMEA,Hyrimoz 80 mg,,,0.8 ml,503558,L04AB04,2026-09-09,2026-10-07,shortage,Sandoz GmbH,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.540381,
FI,Finland,FIMEA,Moxalole,,,50,519621,A06AD65,2026-08-18,2026-11-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.540424,46949
FI,Finland,FIMEA,Loperamide Grindeks 2 mg,,,20,444336,A07DA03,2026-07-27,2026-10-12,shortage,Grindeks AS,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.540465,3212
FI,Finland,FIMEA,Pantoprazole Kalceks 40 mg,,,40 mg,517777,A02BC02,2026-07-06,2026-12-31,shortage,AS Kalceks,"Lisätietoja antaa: Grindeks Kalceks Suomi Oy, Jari Puolakka, +358405356796, jari.puolakka@grindeks.fi",2026-09-21T13:18:24.540507,43044
FI,Finland,FIMEA,Dimethyl fumarate STADA 240 mg,,,56 x 1,077493,L04AX07,2026-07-06,2027-02-28,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.540546,108448
FI,Finland,FIMEA,Dimethyl fumarate STADA 120 mg,,,14 x 1,491796,L04AX07,2026-04-21,2026-12-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.540588,92967
FI,Finland,FIMEA,Xylamidor 20 mg/ml,,,25 ml,186609,N05CM92,2026-08-21,2026-12-31,shortage,VetViva Richter GmbH,"Lisätietoja antaa: Vetcare Oy, Anna Hietikko, +358400114783, anna.hietikko@vetcare.fi",2026-09-21T13:18:24.540626,
FI,Finland,FIMEA,Desmopressin STADA 60 mikrog,,,30,448525,H01BA02,2026-06-01,2026-11-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.540664,
FI,Finland,FIMEA,AdTab 56 mg,,,3,562004,P53BE04,2026-08-21,2026-12-04,shortage,Elanco GmbH,"Lisätietoja antaa: Elanco, Ida Bisgaard Worm, +45 50 52 76 13, ida.worm@elancoah.com",2026-09-21T13:18:24.540702,
FI,Finland,FIMEA,Atorvastatin ratiopharm 40 mg,,,100,379348,C10AA05,2026-09-17,2026-12-31,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-21T13:18:24.540740,98620
FI,Finland,FIMEA,Varenicline ratiopharm 1 mg,,,56,386967,N07BA03,2026-04-14,2026-10-23,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-21T13:18:24.540778,230073
FI,Finland,FIMEA,Bosutinib STADA 400 mg,,,28,409831,L01EA04,2025-05-06,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.540816,151041
FI,Finland,FIMEA,Opsumit 10 mg,,,30,513548,C02KX04,2026-02-09,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Henna Luoto, +358 9 42721465, henna.luoto@abacusmedicine.com",2026-09-21T13:18:24.540855,115452
FI,Finland,FIMEA,Sunosi 150 mg,,,28,051555,N06BA14,2026-09-04,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.540893,224731
FI,Finland,FIMEA,Abilify Maintena 960 mg,,,960 mg,372290,N05AX12,2026-07-10,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.540931,229210
FI,Finland,FIMEA,Solu-Medrol 1 g,,,1 g + 15.6 ml,505431,H02AB04,2026-06-08,2026-10-09,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.540969,26069
FI,Finland,FIMEA,Ontozry 25 mg + 12.5 mg,,,14 (25 mg) + 14 (12.5 mg),512933,N03AX25,2026-07-31,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.541008,
FI,Finland,FIMEA,Solu-Medrol 500 mg,,,500 mg + 7.8 ml,377140,H02AB04,2026-08-17,2026-10-15,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.541046,26050
FI,Finland,FIMEA,Evrenzo 20 mg,,,12 x 1,516176,B03XA05,2026-07-03,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.541085,210986
FI,Finland,FIMEA,Ontozry 100 mg,,,28,436419,N03AX25,2026-07-31,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.541124,214728
FI,Finland,FIMEA,Zyprexa 10 mg,,,10 mg,435285,N05AH03,2026-02-11,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.541162,45578
FI,Finland,FIMEA,Omvoh 300 mg,,,300 mg,519830,L04AC24,2026-06-30,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.541201,223603
FI,Finland,FIMEA,Omvoh 100 mg,,,2 x 1 ml,549387,L04AC24,2026-07-31,2026-12-31,shortage,Abacus Medicine A/S,"Lisätietoja antaa: Abacus Medicine A/S, Jaisa Nykänen, +358942721465, jaisa.nykanen@abacusmedicine.com",2026-09-21T13:18:24.541239,225533
FI,Finland,FIMEA,Aranesp 300 mikrog,,,0.6 ml,088686,B03XA02,2026-09-09,2026-10-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.541278,67342
FI,Finland,FIMEA,Kadcyla 160 mg,,,1,176178,L01FD03,2026-01-07,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.541316,108731
FI,Finland,FIMEA,Kyprolis 10 mg,,,10 mg,064002,L01XG02,2026-06-17,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.541354,134902
FI,Finland,FIMEA,Ritonavir Viatris 100 mg,,,30,436002,J05AE03,2026-02-05,2026-11-30,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.541393,45128
FI,Finland,FIMEA,Cellcept 1 g / 5 ml,,,35 g,393099,L04AA06,2025-11-07,2026-09-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova oy, Sebastian Saari, +35894391850, info@paranova.fi",2026-09-21T13:18:24.541434,53015
FI,Finland,FIMEA,Opsumit 10 mg,,,30,192904,C02KX04,2025-08-29,2026-10-30,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.541472,115452
FI,Finland,FIMEA,Apretude 600 mg,,,3 ml,598566,J05AJ04,2026-08-01,2026-12-31,shortage,ViiV Healthcare BV,"Lisätietoja antaa: GlaxoSmithKline Oy, Anu Aallos, +358 10 30 30 30, Anu.n.aallos@gsk.com",2026-09-21T13:18:24.541510,209805
FI,Finland,FIMEA,Fycompa 10 mg,,,28,393786,N03AX22,2026-08-04,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.541547,115509
FI,Finland,FIMEA,Fycompa 8 mg,,,28,151956,N03AX22,2026-07-31,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.541585,115495
FI,Finland,FIMEA,Plerixafor Accord 20 mg/ml,,,1.2 ml,192364,L03AX16,2026-04-22,2026-11-30,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-21T13:18:24.541624,131156
FI,Finland,FIMEA,Tiotropium STADA 18 mikrog,,,30,196862,R03BB04,2026-08-31,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.541662,59919
FI,Finland,FIMEA,Tiotropium STADA 18 mikrog,,,90,171628,R03BB04,2026-08-31,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.541699,
FI,Finland,FIMEA,Tiotropium STADA 18 mikrog,,,30,551292,R03BB04,2026-08-31,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.541737,59919
FI,Finland,FIMEA,Dabigatran etexilate STADA Nordic 110 mg,,,180 (3 x 60 x 1),457173,B01AE07,2026-08-14,2026-12-31,shortage,STADA Nordic ApS,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.541776,86991
FI,Finland,FIMEA,Memantine ratiopharm GmbH 10 mg,,,100,594661,N06DX01,2026-08-12,2026-11-23,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-21T13:18:24.541815,66818
FI,Finland,FIMEA,Opsumit 10 mg,,,30,399035,C02KX04,2026-07-30,2026-09-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.541855,115452
FI,Finland,FIMEA,Eribulin Advanz Pharma 0.44 mg/ml,,,2 ml,376617,L01XX41,2026-08-14,2026-10-31,shortage,Advanz Pharma Limited,"Lisätietoja antaa: ADVANZ PHARMA LIMITED, +358 800 416231, medicalinformation@advanzpharma.com",2026-09-21T13:18:24.541895,98809
FI,Finland,FIMEA,Venlafaxin Sandoz 75 mg,,,30,471845,N06AX16,2026-08-18,2026-09-30,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.541934,47511
FI,Finland,FIMEA,Desmopressin ratiopharm 240 mikrog,,,30,558487,H01BA02,2026-09-18,2026-09-30,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-21T13:18:24.541973,225428
FI,Finland,FIMEA,Mirtazapin Sandoz 45 mg,,,250,511819,N06AX11,2026-07-21,2026-12-29,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-21T13:18:24.542011,43370
FI,Finland,FIMEA,Pedippi 2 mg/ml,,,47 g,038998,A02BC01,2025-03-01,2027-03-01,shortage,Oresund Pharma ApS (Øresund Pharma),"Lisätietoja antaa: Oresund Pharma, Julie Lindberg-Levin, jl@oresundpharma.com",2026-09-21T13:18:24.542050,104558
FI,Finland,FIMEA,Carbidopa/Levodopa Orifarm 12.5 mg / 50 mg,,,100,567227,N04BA02,2026-08-14,2026-09-30,shortage,Orifarm Healthcare A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-21T13:18:24.542089,25186
FI,Finland,FIMEA,Timosan 1 mg/g,,,90 x 0.4 g,154076,S01ED01,2026-05-27,2026-10-16,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.542127,90573
FI,Finland,FIMEA,Candesartan STADA 16 mg,,,100,045800,C09CA06,2026-08-21,2026-10-21,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.542166,48410
FI,Finland,FIMEA,Tadalafil STADA Nordic 20 mg,,,12 x 1,110966,G04BE08,2026-09-25,2026-11-30,shortage,STADA Nordic ApS,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.542203,68241
FI,Finland,FIMEA,Tadalafil STADA Nordic 5 mg,,,84 x 1,121142,G04BE08,2026-07-22,2026-09-30,shortage,STADA Nordic ApS,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.542240,86274
FI,Finland,FIMEA,Nintedanib Zentiva 100 mg,,,60 x 1,585903,L01EX09,2026-06-08,2026-10-01,shortage,Zentiva k.s.,"Lisätietoja antaa: Tamro Oyj, Liisa Itkonen, +358 20 44  54 100, pharmaceutical.services.finland@tamro.com",2026-09-21T13:18:24.542276,127310
FI,Finland,FIMEA,Nintedanib Zentiva 150 mg,,,60 x 1,555279,L01EX09,2026-06-08,2026-10-01,shortage,Zentiva k.s.,"Lisätietoja antaa: Tamro Oyj, Liisa Itkonen, +358 20 44  54 100, pharmaceutical.services.finland@tamro.com",2026-09-21T13:18:24.542312,127329
FI,Finland,FIMEA,Nintedanib STADA 100 mg,,,60 x 1,516380,L01EX09,2026-08-18,2026-09-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-21T13:18:24.542349,
FI,Finland,FIMEA,Heparin Leo 5000 IU/ml,,,10 x 5 ml,065935,B01AB01,2026-04-22,2026-09-30,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.542390,5614
FI,Finland,FIMEA,Empressin 40 IU / 2 ml,,,10 x 2 ml,557450,H01BA01,2026-04-16,2026-10-30,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.542427,159093
FI,Finland,FIMEA,Oncovin 1 mg/ml,,,1 ml,528716,L01CA02,2025-09-12,2026-10-31,shortage,Orifarm Oy,"Lisätietoja antaa: Orifarm Oy, Janne Liimatta, +358 9 7746 870, suomi@orifarm.com",2026-09-21T13:18:24.542463,24120
FI,Finland,FIMEA,Solu-Medrol 500 mg,,,500 mg + 7.8 ml,442364,H02AB04,2026-05-06,2026-10-31,shortage,2care4 ApS,"Lisätietoja antaa: 2care4 ApS, filial, 2care4 ApS, filial, +358986264309, info@2care4.fi",2026-09-21T13:18:24.542500,26050
FI,Finland,FIMEA,Cotrim Forte 160 mg / 800 mg,,,20,101744,J01EE01,2026-02-19,2026-12-31,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-21T13:18:24.542538,7471
FI,Finland,FIMEA,Fentanyl 50 mikrog/ml,,,5 x 2 ml,571031,N01AH01,2025-06-03,2026-12-31,shortage,Piramal Critical Care B.V.,"Lisätietoja antaa: Nordic Drugs, Jukka Stubb, +358 10 231 1040, info@nordicdrugs.fi",2026-09-21T13:18:24.542577,5150
FI,Finland,FIMEA,Plavix 75 mg,,,100,020847,B01AC04,2026-09-24,2026-10-06,shortage,Sanofi Winthrop Industrie,"Lisätietoja antaa: Sanofi Oy, Oili Vitie, +358201200300, regulatory.finland@sanofi.com",2026-09-21T13:18:24.542615,124559
FI,Finland,FIMEA,Zumenon 2 mg,,,3 x 28,524470,G03CA03,2026-09-09,2026-12-08,shortage,Exeltis Healthcare S.L.,"Lisätietoja antaa: Exeltis Sverige AB, +46 8 586 335 10, nordics@exeltis.com",2026-09-21T13:18:24.542653,30325
