country_code,country_name,source,medicine_name,brand_name,active_substance,generic_name,strength,package_size,dosage_form,presentation,package_ndc,product_ndc,application_number,route,therapeutic_category,pharmacologic_class,manufacturer,company_name,contact_info,status,update_type,shortage_start,shortage_reason,reason,estimated_end,discontinued_date,update_date,related_info,scraped_at,atc_code,prk
US,United States,FDA,Furosemide Injection,FUROSEMIDE,FUROSEMIDE,Furosemide Injection,,,Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 25021-311-02)",25021-311-02,25021-311,ANDA213902,"INTRAMUSCULAR, INTRAVENOUS",Cardiovascular,Loop Diuretic [EPC],Sagent Pharmaceuticals,Gland Pharma Limited,Sagent Pharmaceuticals: 866-625-1618,To Be Discontinued,New,2026-04-28,,,,2026-04-28,2026-04-28,Distributed by Sagent Pharmaceuticals; Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.344967,C03CA01,125806
US,United States,FDA,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",DIANEAL LOW CALCIUM WITH DEXTROSE,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",,,Solution,"DIANEAL Low Calcium with Dextrose, Intraperitoneal Injection, Solution, 18.3 mg/100 mL; 4.25 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0459-05)",0941-0459-05,"0941-0459, 0941-0411, 0941-0413, 0941-0415, 0941-0409, 0941-0457, 0941-0426, 0941-0427, 0941-0429, 0941-0424, 0941-0430, 0941-0433, 0941-0484, 0941-0487, 0941-0490",NDA017512,INTRAPERITONEAL,Renal,,Vantive US Healthcare LLC,Vantive US Healthcare LLC,800-284-4060,To Be Discontinued,New,2026-08-03,,,,2026-08-03,2026-08-03,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.344983,,
US,United States,FDA,Sodium Acetate Injection,SODIUM ACETATE,SODIUM ACETATE ANHYDROUS,Sodium Acetate Injection,,,Injection,"Sodium Acetate, Injection, 100 mEq/50 mL (2 mEq/mL) (NDC 0409-3299-05)",0409-3299-05,0409-3299,NDA018893,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2016-02-03,,,,,2026-09-09,,2026-09-23T21:01:42.344998,,
US,United States,FDA,Cobicistat Tablet,TYBOST,COBICISTAT,Cobicistat Tablet,,,Tablet,"Tybost, Tablet, 150 mg (NDC 61958-1401-1)",61958-1401-1,"61958-1401, 61958-1402",NDA203094,ORAL,Antiviral,Cytochrome P450 3A Inhibitor [EPC],"Gilead Sciences, Inc.","Gilead Sciences, Inc.",800-445-3235,To Be Discontinued,New,2025-10-07,,,,2025-10-07,2025-10-07,Gilead plans to sell through the end of February 2026. Discontinuation of the manufacture of the drug due to business reasons.,2026-09-23T21:01:42.345014,V03AX03,129372
US,United States,FDA,Quinapril/Hydrochlorothiazide Tablet,QUINAPRIL HYDROCHLORIDE/HYDROCHLOROTHIAZIDE,"QUINAPRIL HYDROCHLORIDE, HYDROCHLOROTHIAZIDE",Quinapril/Hydrochlorothiazide Tablet,,,Tablet,"Quinapril Hydrochloride And Hydrochlorothiazide, Tablet, 12.5 mg; 10 mg (NDC 65862-161-90)",65862-161-90,"65862-161, 65862-162, 65862-163",ANDA078450,ORAL,Cardiovascular,Thiazide Diuretic [EPC],Aurobindo Pharma Limited,Aurobindo Pharma USA,866-850-2876,Current,Reverified,2023-01-19,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-06-02,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.345026,,
US,United States,FDA,Micafungin Sodium Injection,,,Micafungin Sodium Injection,,,Injection,"Micafungin Sodium, Injection, 20 mg/1 mL (NDC 42023-230-10)",42023-230-10,,,,Anti-Infective,,"Par Health, USA LLC","Par Health, USA LLC",800-828-9393,To Be Discontinued,New,2026-09-11,,,,2026-09-11,2026-09-11,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.345042,,
US,United States,FDA,Isocarboxazid Tablet,MARPLAN,ISOCARBOXAZID,Isocarboxazid Tablet,,,Tablet,"Marplan, Tablet, 10 mg, 100 count bottle (NDC 72336-032-01)",72336-032-01,72336-032,NDA011961,ORAL,Psychiatry,Monoamine Oxidase Inhibitor [EPC],Lifsa Drugs LLC,Lifsa Drugs LLC,833.627.0070,Current,Revised,2026-04-16,Other,Other,,,2026-08-06,Estimated recovery: TBD,2026-09-23T21:01:42.345054,N06AF01,
US,United States,FDA,Clonazepam Tablet,CLONAZEPAM,CLONAZEPAM,Clonazepam Tablet,,,Tablet,"Clonazepam, Tablet, .5 mg (NDC 72888-152-00)",72888-152-00,"72888-152, 72888-497, 72888-153, 72888-154",ANDA075468,ORAL,"Neurology, Pediatric, Psychiatry",Benzodiazepine [EPC],Advagen Pharma Ltd,Rubicon Research Private Limited,sales@advagenpharma.com,Current,Reverified,2023-03-10,,,,,2026-06-01,Marketed by Advagen Pharma Ltd.,2026-09-23T21:01:42.345067,N03AE01,
US,United States,FDA,Clindamycin Phosphate Injection,CLINDAMYCIN,CLINDAMYCIN PHOSPHATE,Clindamycin Phosphate Injection,,,Injection,"Clindamycin Phosphate, Injection, 150 mg/1 mL (NDC 25021-115-04)",25021-115-04,25021-115,ANDA090108,"INTRAMUSCULAR, INTRAVENOUS",Anti-Infective,,Sagent Pharmaceuticals,Sagent Pharmaceuticals,866-625-1618,Current,Reverified,2023-03-21,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-09-18,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.345079,D10AF01,
US,United States,FDA,Dextrose Monohydrate 5% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 5% Injection,,,Injection,"Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0338-0551-11)",0338-0551-11,0338-0551,NDA020179,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,Baxter Healthcare Company,Baxter Healthcare,888-229-0001,Current,Reverified,2022-02-14,,,,,2026-09-17,,2026-09-23T21:01:42.345090,B05BA01,
US,United States,FDA,Sterile Water Injection,STERILE WATER,WATER,Sterile Water Injection,,,Injection,"Sterile Water For Injection In Plastic Container, Injection, 1 mL/1 mL (NDC 63323-185-20)",63323-185-20,63323-185,ANDA088400,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Other,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2021-11-23,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.345102,,
US,United States,FDA,"Lisdexamfetamine Dimesylate Tablet, Chewable",VYVANSE,LISDEXAMFETAMINE DIMESYLATE,"Lisdexamfetamine Dimesylate Tablet, Chewable",,,"Tablet, Chewable","Vyvanse, Tablet, Chewable, 20 mg (NDC 59417-116-01)",59417-116-01,"59417-116, 59417-101, 59417-102, 59417-103, 59417-104, 59417-105, 59417-106, 59417-107, 59417-115, 59417-117, 59417-118, 59417-119, 59417-120",NDA208510,ORAL,Psychiatry,,"Takeda Pharmaceuticals America, Inc.",Takeda Pharmaceuticals USA Inc.,877-TAKEDA-7 (1-877-825-3327),Current,Reverified,2023-07-14,,,,,2026-09-15,,2026-09-23T21:01:42.345114,N06BA12,
US,United States,FDA,Heparin Sodium Injection,HEPARIN SODIUM IN SODIUM CHLORIDE,HEPARIN SODIUM,Heparin Sodium Injection,,,Injection,"Heparin Sodium 1,000 Units In Sodium Chloride 0.9% In Plastic Container, Injection, 200 [USP'U]/100 mL (NDC 0264-9872-10)",0264-9872-10,0264-9872,NDA019953,INTRAVENOUS,Hematology,,B. Braun Medical Inc.,B. Braun Medical Inc.,800-227-2862,Current,Revised,2017-11-14,Other,Other,,,2026-09-09,Estimated recovery: TBD; Manufacturing delays,2026-09-23T21:01:42.345125,B01AB01,
US,United States,FDA,Carboplatin Injection,CARBOPLATIN,CARBOPLATIN,Carboplatin Injection,,,Injection,"Carboplatin, Injection, 450 mg/45 mL (10 mg/mL) (NDC 61703-262-05)",61703-262-05,"61703-262, 61703-360, 61703-150, 61703-600",ANDA076517,INTRAVENOUS,Oncology,Platinum-based Drug [EPC],"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Revised,2023-04-28,Other,Other,,,2026-09-09,Next Delivery and Estimated Recovery: September 2026; Shortage per Manufacturer: Manufacturing Delay,2026-09-23T21:01:42.345138,L01XA02,119113
US,United States,FDA,Bupivacaine Hydrochloride Injection,SENSORCAINE MPF,BUPIVACAINE HYDROCHLORIDE,Bupivacaine Hydrochloride Injection,,,Injection,"Sensorcaine, Injection, 5 mg/1 mL (NDC 63323-466-31)",63323-466-31,"63323-466, 63323-464, 63323-462, 63323-465, 63323-467, 63323-460","ANDA070553, NDA018304","EPIDURAL, INTRACAUDAL, PERINEURAL, INFILTRATION",Anesthesia,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2018-02-20,Delay in shipping of the drug,Delay in shipping of the drug,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.345151,N01BB01,
US,United States,FDA,Dexmedetomidine Hydrochloride Injection,PRECEDEX,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride Injection,,,Injection,"Precedex, Injection, 80 mcg/20 mL (4 mcg/mL) (NDC 0409-1660-20)",0409-1660-20,"0409-1660, 0409-1638, 0409-1434, 0409-1596, 0409-7838, 0409-7853, 0409-7875",NDA021038,INTRAVENOUS,Anesthesia,,"Hospira, Inc.",Pfizer Inc.,844-646-4398,Current,Reverified,2020-04-10,,,,,2026-09-21,,2026-09-23T21:01:42.345161,N05CM18,99791
US,United States,FDA,Ropivacaine Hydrochloride Injection,ROPIVACAINE HYDROCHLORIDE,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Ropivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 55150-197-20)",55150-197-20,"55150-197, 55150-195, 55150-196, 55150-198, 55150-199, 55150-200, 55150-201",ANDA205612,"EPIDURAL, INFILTRATION, PERINEURAL",Anesthesia,,Eugia US LLC,Eugia US LLC,888-238-7880,Current,Reverified,2018-03-23,,,,,2026-09-17,Check wholesalers for inventory,2026-09-23T21:01:42.345174,N01BB09,43532
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",METHYLPHENIDATE HYDROCHLORIDE,METHYLPHENIDATE HYDROCHLORIDE,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Methylphenidate Hydrochloride, Tablet, Extended Release, 36 mg (NDC 62175-312-37)",62175-312-37,"62175-312, 62175-310, 62175-311, 62175-313",ANDA091695,ORAL,Psychiatry,,"Lannett Company, Inc.","Lannett Company, Inc.",844-834-0530,Current,Revised,2023-07-26,Other,Other,,,2026-09-15,Estimated recovery: November 2026,2026-09-23T21:01:42.345189,N06BA04,105198
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 2.5 mg; 2.5 mg; 2.5 mg; 2.5 mg (NDC 0185-0842-01)",0185-0842-01,"0185-0842, 0185-0831, 0185-0853, 0185-0864, 0185-2099, 0185-2098",ANDA040439,ORAL,Psychiatry,,Sandoz Inc,Sandoz Inc.,800-525-8747,Current,Reverified,2022-10-12,,,,,2026-09-18,,2026-09-23T21:01:42.345206,,
US,United States,FDA,Caspofungin Acetate Injection,CASPOFUNGIN ACETATE,CASPOFUNGIN ACETATE,Caspofungin Acetate Injection,,,Injection,"Caspofungin Acetate, Injection, 7 mg/1 mL (NDC 63323-358-10)",63323-358-10,"63323-358, 63323-356",NDA206110,INTRAVENOUS,Anti-Infective,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,To Be Discontinued,New,2026-01-12,,,,2026-01-12,2026-01-12,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.345223,J02AX04,
US,United States,FDA,Bupivacaine Hydrochloride Injection,,,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 7.5 mg/1 mL (NDC 71288-728-32)",71288-728-32,,,,Anesthesia,,Kindos Pharmaceuticals Co. Ltd.,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,Current,Revised,2018-02-20,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-05-05,Meitheal Pharmaceuticals is distributor/labeler,2026-09-23T21:01:42.345235,,
US,United States,FDA,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE, DEXTROAMPHETAMINE SULFATE AND AMPHETAMINE SULFATE","DEXTROAMPHETAMINE SACCHARATE, AMPHETAMINE ASPARTATE MONOHYDRATE, DEXTROAMPHETAMINE SULFATE, AMPHETAMINE SULFATE","Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate Tablet",,,Tablet,"Amphetamine Aspartate Monohydrate, Amphetamine Sulfate, Dextroamphetamine Saccharate, Dextroamphetamine Sulfate, Tablet, 3.75 mg; 3.75 mg; 3.75 mg; 3.75 mg (NDC 42806-343-01)",42806-343-01,"42806-343, 42806-339, 42806-341, 42806-344, 42806-345",ANDA040444,ORAL,Psychiatry,,"Epic Pharma, LLC","Epic Pharma, LLC",(718) 276-8600 ext. 3,Current,Reverified,2022-10-12,Shortage of an active ingredient,Shortage of an active ingredient,,,2026-09-15,Estimated recovery: TBD,2026-09-23T21:01:42.345247,,
US,United States,FDA,Ropivacaine Hydrochloride Injection,NAROPIN,ROPIVACAINE HYDROCHLORIDE,Ropivacaine Hydrochloride Injection,,,Injection,"Naropin, Injection, 2 mg/1 mL (NDC 63323-285-64)",63323-285-64,"63323-285, 63323-286, 63323-287, 63323-288",NDA020533,"EPIDURAL, INFILTRATION",Anesthesia,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2018-03-23,,,,,2026-09-15,,2026-09-23T21:01:42.345262,N01BB09,43532
US,United States,FDA,"Methylphenidate Hydrochloride Tablet, Extended Release",CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,"Methylphenidate Hydrochloride Tablet, Extended Release",,,Tablet,"Concerta, Tablet, Extended Release, 27 mg (NDC 50458-588-01)",50458-588-01,"50458-588, 50458-585, 50458-586, 50458-587",NDA021121,ORAL,Psychiatry,,"Janssen Pharmaceuticals, Inc.",Janssen Pharmaceuticals,800-JANSSEN (1-800-526-7736) Monday through Friday from 9:00 AM to 8:00 PM ET,Current,Reverified,2023-07-26,,,,,2026-09-17,,2026-09-23T21:01:42.345275,N06BA04,105198
US,United States,FDA,Hydromorphone Hydrochloride Injection,HYDROMORPHONE HYDROCHLORIDE,HYDROMORPHONE HYDROCHLORIDE,Hydromorphone Hydrochloride Injection,,,Injection,"Hydromorphone Hydrochloride, Injection, 50 mg/5 mL (10 mg/mL) (NDC 0409-2634-05)",0409-2634-05,0409-2634,ANDA078591,"INTRAMUSCULAR, INTRAVENOUS, SUBCUTANEOUS",Analgesia/Addiction,,"Hospira, Inc.","Hospira, Inc., a Pfizer Company",844-646-4398,Current,Reverified,2017-10-31,,,,,2026-09-09,,2026-09-23T21:01:42.345287,N02AA03,125822
US,United States,FDA,Amino Acid Injection,TRAVASOL,"LEUCINE, PHENYLALANINE, LYSINE HYDROCHLORIDE, METHIONINE, ISOLEUCINE, VALINE, HISTIDINE, THREONINE, TRYPTOPHAN, ALANINE, GLYCINE, ARGININE, PROLINE, TYROSINE, SERINE",Amino Acid Injection,,,Injection,"Travasol, Injection, 2.07 g/100 mL; 1.15 g/100 mL; 1.03 g/100 mL; 480 mg/100 mL; 600 mg/100 mL; 730 mg/100 mL; 580 mg/100 mL; 400 mg/100 mL; 560 mg/100 mL; 680 mg/100 mL; 500 mg/100 mL; 420 mg/100 mL; 180 mg/100 mL; 40 mg/100 mL; 580 mg/100 mL (NDC 0338-0644-06)",0338-0644-06,0338-0644,NDA018931,INTRAVENOUS,Gastroenterology,Amino Acid [EPC],Baxter Healthcare Corporation,Baxter Healthcare,888-229-0001,Current,Reverified,2020-12-08,,,,,2026-09-17,,2026-09-23T21:01:42.345300,,
US,United States,FDA,"Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",DIANEAL PD-2 WITH DEXTROSE,"DEXTROSE MONOHYDRATE, SODIUM CHLORIDE, SODIUM LACTATE, CALCIUM CHLORIDE, MAGNESIUM CHLORIDE","Calcium Chloride; Dextrose; Magnesium Chloride; Sodium Chloride; Sodium Lactate Intraperitoneal Injection, Solution",,,Solution,"DIANEAL PD-2 with Dextrose, Intraperitoneal Injection, Solution, 25.7 mg/100 mL; 2.5 g/100 mL; 5.08 mg/100 mL; 538 mg/100 mL; 448 mg/100 mL (NDC 0941-0427-52)",0941-0427-52,"0941-0427, 0941-0411, 0941-0413, 0941-0415, 0941-0409, 0941-0457, 0941-0459, 0941-0426, 0941-0429, 0941-0424, 0941-0430, 0941-0433, 0941-0484, 0941-0487, 0941-0490",NDA020163,INTRAPERITONEAL,Renal,,Vantive US Healthcare LLC,Vantive US Healthcare LLC,800-284-4060,To Be Discontinued,New,2026-08-03,,,,2026-08-03,2026-08-03,A business decision was made to discontinue manufacture of the drug.,2026-09-23T21:01:42.345319,,
US,United States,FDA,Dexmedetomidine Hydrochloride Injection,DEXMEDETOMIDINE,DEXMEDETOMIDINE HYDROCHLORIDE,Dexmedetomidine Hydrochloride Injection,,,Injection,"Dexmedetomidine Hydrochloride, Injection, 200 ug/2 mL (NDC 66794-230-42)",66794-230-42,66794-230,ANDA202126,INTRAVENOUS,Anesthesia,,Piramal Critical Care Inc,Gland Pharma Limited,855-273-0154,Current,Reverified,2020-04-10,,,,,2026-07-22,Marketed by Piramal Critical Care Inc.: 800-414-1901,2026-09-23T21:01:42.345330,N05CM18,99791
US,United States,FDA,Sodium Acetate Injection,SODIUM ACETATE,SODIUM ACETATE ANHYDROUS,Sodium Acetate Injection,,,Injection,"Sodium Acetate, Injection, 100 mEq/50mL (2 mEq/mL) (NDC 0641-6262-01)",0641-6262-01,"0641-6262, 0641-6263",ANDA216920,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Pediatric, Total Parenteral Nutrition",,Hikma Pharmaceuticals USA Inc.,"Hikma Pharmaceuticals USA, Inc.",800-631-2174,Current,Reverified,2016-02-03,,,,,2026-09-18,Additional lots will be available.  Product will be made available as it is released.,2026-09-23T21:01:42.345343,,
US,United States,FDA,Pemetrexed Disodium Injection,PEMETREXED,PEMETREXED DISODIUM,Pemetrexed Disodium Injection,,,Injection,"Pemetrexed Disodium, Injection, 500 mg/20 mL (NDC 0781-3519-90)",0781-3519-90,"0781-3519, 0781-3518, 0781-3520",NDA214657,INTRAVENOUS,Oncology,,Sandoz Inc.,Sandoz Inc.,800-525-8747,To Be Discontinued,New,2025-10-10,,,,2025-10-10,2025-10-10,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.345360,L01BA04,
US,United States,FDA,Lisdexamfetamine Dimesylate Capsule,,,Lisdexamfetamine Dimesylate Capsule,,,Capsule,"Lisdexamfetamine Dimesylate, Capsule, 30 mg (NDC 60505-4741-1)",60505-4741-1,,,,Psychiatry,,Apotex Corp.,Apotex Corp.,800-706-5575,Current,Reverified,2023-11-01,,,,,2026-09-16,,2026-09-23T21:01:42.345374,,
US,United States,FDA,Dextrose Monohydrate 5% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 5% Injection,,,Injection,"Dextrose 5% In Plastic Container, Injection, 50 mg/1 mL (NDC 0264-1510-31)",0264-1510-31,0264-1510,NDA016730,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,B. Braun Medical Inc.,B. Braun Medical Inc.,800-227-2862,Current,Reverified,2022-02-14,,,,,2026-09-09,,2026-09-23T21:01:42.345387,B05BA01,
US,United States,FDA,Dexamethasone Sodium Phosphate Injection,DEXAMETHASONE SODIUM PHOSPHATE,DEXAMETHASONE SODIUM PHOSPHATE,Dexamethasone Sodium Phosphate Injection,,,Injection,"Dexamethasone Sodium Phosphate Preservative Free, Injection, 10 mg/1 mL (NDC 63323-506-01)",63323-506-01,"63323-506, 63323-516",ANDA040491,"INTRAMUSCULAR, INTRAVENOUS","Dermatology, Endocrinology/Metabolism, Gastroenterology, Hematology, Neurology, Oncology, Ophthalmology, Other, Pulmonary/Allergy, Rheumatology",,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2019-02-08,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.345401,A01AC02,126942
US,United States,FDA,Furosemide Injection,FUROSEMIDE,FUROSEMIDE,Furosemide Injection,,,Injection,"Furosemide, Injection, 10 mg/1 mL (NDC 25021-311-02)",25021-311-02,25021-311,ANDA213902,"INTRAMUSCULAR, INTRAVENOUS",Cardiovascular,Loop Diuretic [EPC],Sagent Pharmaceuticals,Gland Pharma Limited,866-625-1618,Current,Reverified,2020-04-07,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-07-22,"Distributed by Sagent Pharmaceuticals: 1-866-625-1618, Discontinued product",2026-09-23T21:01:42.345413,C03CA01,125806
US,United States,FDA,Bupivacaine Hydrochloride Injection,,,Bupivacaine Hydrochloride Injection,,,Injection,"Bupivacaine Hydrochloride, Injection, 2.5 mg/1 mL (NDC 71288-722-32)",71288-722-32,,,,Anesthesia,,Kindos Pharmaceuticals Co. Ltd.,Kindos Pharmaceuticals Co. Ltd.,844-824-8426,Current,Revised,2018-02-20,Discontinuation of the manufacture of the drug,Discontinuation of the manufacture of the drug,,,2026-05-05,Meitheal Pharmaceuticals is distributor/labeler,2026-09-23T21:01:42.345426,,
US,United States,FDA,Mirikizumab-mrkz Injection,OMVOH,MIRIKIZUMAB,Mirikizumab-mrkz Injection,,,Injection,"Omvoh, Injection, 100 mg/1 mL (NDC 0002-8011-27)",0002-8011-27,"0002-8011, 0002-7575, 0002-8870, 0002-7717, 0002-7722, 0002-3116, 0002-1442",BLA761279,SUBCUTANEOUS,"Gastroenterology, Other",Interleukin-23 Antagonist [EPC],Eli Lilly and Company,Eli Lilly and Co.,800-545-5979,To Be Discontinued,New,2025-12-22,,,,2025-12-22,2025-12-22,A business decision was made to discontinue. Distribution will end April 2026. The 200 mg/2 mL injection presentation (NDC 0002-3116-11) will remain.,2026-09-23T21:01:42.345441,L04AC24,231789
US,United States,FDA,Ketorolac Tromethamine Injection,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Ketorolac Tromethamine Injection,,,Injection,"Ketorolac Tromethamine, Injection, 15 mg/1 mL (NDC 63323-161-01)",63323-161-01,"63323-161, 63323-162",ANDA075784,"INTRAMUSCULAR, INTRAVENOUS",Analgesia/Addiction,,"Fresenius Kabi USA, LLC","Fresenius Kabi USA, LLC",888-386-1300,Current,Reverified,2018-03-23,,,,,2026-09-15,Check wholesalers for inventory,2026-09-23T21:01:42.345455,M01AB15,
US,United States,FDA,Clonazepam Tablet,CLONAZEPAM,CLONAZEPAM,Clonazepam Tablet,,,Tablet,"Clonazepam, Tablet, 1 mg (NDC 0093-3212-05)",0093-3212-05,"0093-3212, 0093-0832, 0093-3213",ANDA074569,ORAL,"Neurology, Pediatric, Psychiatry",Benzodiazepine [EPC],"Teva Pharmaceuticals USA, Inc.","Teva Pharmaceuticals USA, Inc.",800-545-8800,Current,Reverified,2023-03-10,,,,,2026-09-15,,2026-09-23T21:01:42.345471,N03AE01,
US,United States,FDA,Clindamycin Phosphate Injection,CLEOCIN PHOSPHATE,CLINDAMYCIN PHOSPHATE,Clindamycin Phosphate Injection,,,Injection,"Cleocin Phosphate, Injection, 300 mg/2 mL (150 mg/mL); 2 mL Vial (NDC 0009-0870-26)",0009-0870-26,"0009-0870, 0009-0775, 0009-0902, 0009-0728, 0009-3124, 0009-3447, 0009-3381, 0009-3375, 0009-3382, 0009-6582",NDA050441,"INTRAMUSCULAR, INTRAVENOUS",Anti-Infective,,Pharmacia & Upjohn Company LLC,Pfizer Inc.,844-646-4398,To Be Discontinued,New,2026-06-01,,,,2026-06-01,2026-06-01,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.345487,D10AF01,
US,United States,FDA,Dextrose Monohydrate 5% Injection,DEXTROSE,DEXTROSE MONOHYDRATE,Dextrose Monohydrate 5% Injection,,,Injection,"Dextrose 5% In Plastic Container, Injection, 5 g/100 mL (NDC 0990-7922-09)",0990-7922-09,"0990-7922, 0990-7923, 0990-7930",NDA016367,INTRAVENOUS,"Endocrinology/Metabolism, Gastroenterology, Other, Pediatric",,"ICU Medical, Inc.",Otsuka ICU Medical LLC,1-866-829-9025 or ProductAvailability@icumed.com,Current,Reverified,2022-02-14,,,,,2026-09-16,"This product is distributed by ICU Medical. For questions regarding this product, please contact ICU Medical.",2026-09-23T21:01:42.345501,B05BA01,
US,United States,FDA,Sterile Water Irrigant,STERILE WATER,WATER,Sterile Water Irrigant,,,Irrigant,"Sterile Water In Plastic Container, Irrigant, 1 mL/1 mL (NDC 0264-2101-00)",0264-2101-00,0264-2101,NDA016734,IRRIGATION,"Gastroenterology, Other, Pediatric",,B. Braun Medical Inc.,B. Braun Medical Inc.,800-227-2862,Current,Reverified,2023-04-28,,,,,2026-09-09,,2026-09-23T21:01:42.345513,,
US,United States,FDA,Nitrofurantoin Oral Suspension,NITROFURANTOIN,NITROFURANTOIN,Nitrofurantoin Oral Suspension,,,Oral Suspension,"Nitrofurantoin, Oral Suspension, 25 mg/5 mL (NDC 69238-2512-9)",69238-2512-9,69238-2512,ANDA201679,ORAL,"Anti-Infective, Other",Nitrofuran Antibacterial [EPC],Amneal Pharmaceuticals NY LLC,Amneal Pharmaceuticals,866-525-7270,To Be Discontinued,New,2026-04-10,,,,2026-04-10,2026-04-10,Discontinuation of the manufacture of the drug,2026-09-23T21:01:42.345529,J01XE01,48305
