country_code,country_name,source,medicine_name,active_substance,strength,dosage_form,package_size,product_no,atc_code,shortage_start,estimated_end,last_updated,status,marketing_auth_holder,notes,scraped_at,prk
FI,Finland,FIMEA,Trexan 25 mg/ml,Methotrexate,25 mg/ml,"injektioneste, liuos, esitäytetty ruisku",0.6 ml,396312,L04AX03,2026-05-04,2026-12-28,2026-04-16,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398256, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.661694,141224
FI,Finland,FIMEA,Trexan 25 mg/ml,Methotrexate,25 mg/ml,"injektioneste, liuos, esitäytetty ruisku",0.8 ml,406953,L04AX03,2026-08-03,2026-12-28,2026-07-16,shortage,Orion Corporation,"Lisätietoja antaa: ORION CORPORATION, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.661763,141240
FI,Finland,FIMEA,Trexan 25 mg/ml,Methotrexate,25 mg/ml,"injektioneste, liuos, esitäytetty ruisku",1.0 ml,456852,L04AX03,2026-06-10,2026-12-28,2026-06-09,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398256, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.661832,141267
FI,Finland,FIMEA,Iluvien 190 mikrog,Fluocinolone acetonide,190 mikrog,"implantaatti silmän lasiaiseen, asetin",1,506248,S01BA15,2026-08-08,2026-10-30,2026-06-16,shortage,Alimera Sciences Europe Limited,"Lisätietoja antaa: Horus Pharma AB, Johan Wetterberg, +46 763 072 481, johan.wetterberg@linkmedical.eu",2026-09-23T20:59:47.661904,204315
FI,Finland,FIMEA,Hydroxyzine Orifarm 25 mg,Hydroxyzine hydrochloride,25 mg,"tabletti, kalvopäällysteinen",100,403190,N05BB01,2026-08-31,2026-12-09,2026-08-30,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.661975,23175
FI,Finland,FIMEA,Invicorp 25 mikrog / 2 mg,Phentolamine mesylate Aviptadil,25 mikrog / 2 mg,"injektioneste, liuos",2 x 0.35 ml,042031,G04BE30,2026-05-18,2026-10-08,2026-08-30,shortage,Evolan Pharma AB,"Lisätietoja antaa: Evolan Pharma AB, Juha Waisanen, +358173690033, info@swanmedica.fi",2026-09-23T20:59:47.662045,62383
FI,Finland,FIMEA,Tadalafil Mylan 5 mg,Tadalafil,5 mg,"tabletti, kalvopäällysteinen",84,564514,G04BE08,2026-06-27,2027-04-15,2026-09-01,shortage,Mylan Pharmaceuticals Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-23T20:59:47.662114,86274
FI,Finland,FIMEA,Lixiana 60 mg,Edoxaban tosilate,60 mg,"tabletti, kalvopäällysteinen",30,579911,B01AF03,2026-09-15,2026-11-15,2026-09-14,shortage,Daiichi Sankyo Europe GmbH,"Lisätietoja antaa: Organon Finland Oy, Organon Finland Oy, Lääkeinformaatiopalvelu, +358291703520, dpoc.finland@organon.com",2026-09-23T20:59:47.662183,128201
FI,Finland,FIMEA,Lixiana 60 mg,Edoxaban tosilate,60 mg,"tabletti, kalvopäällysteinen",100,408102,B01AF03,2026-09-21,2026-12-20,2026-09-20,shortage,Daiichi Sankyo Europe GmbH,"Lisätietoja antaa: Organon Finland Oy, Organon Finland Oy, Lääkeinformaatiopalvelu, +358291703520, dpoc.finland@organon.com",2026-09-23T20:59:47.662251,128201
FI,Finland,FIMEA,Pregabalin Krka 225 mg,Pregabalin,225 mg,"kapseli, kova",56,169175,N02BF02,2026-02-06,2026-11-12,2026-06-11,shortage,KRKA d.d. Novo mesto,"Lisätietoja antaa: KRKA Finland Oy, KRKA Finland Oy, +358207545330, info.fi@krka.biz",2026-09-23T20:59:47.662321,
FI,Finland,FIMEA,Olanzapin Orion 10 mg,Olanzapine,10 mg,"tabletti, suussa hajoava",28,116091,N05AH03,2026-09-01,2026-11-09,2026-08-13,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.662390,45578
FI,Finland,FIMEA,Olanzapin Orion 5 mg,Olanzapine,5 mg,tabletti,98,469470,N05AH03,2026-09-14,2026-11-09,2026-08-13,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.662458,45543
FI,Finland,FIMEA,Ketamin Abcur 50 mg/ml,Ketamine hydrochloride,50 mg/ml,"injektioneste, liuos",10 x 5 ml,048324,N01AX03,2023-12-22,2026-12-31,2025-11-09,shortage,Abcur AB,"Lisätietoja antaa: Abcur AB, +46 42 135770, InfoAbcur@advanzpharma.com",2026-09-23T20:59:47.662528,143553
FI,Finland,FIMEA,Ketamin Abcur 10 mg/ml,Ketamine hydrochloride,10 mg/ml,"injektioneste, liuos",10 x 5 ml,520279,N01AX03,2023-11-22,2026-12-31,2025-11-09,shortage,Abcur AB,"Lisätietoja antaa: Abcur AB, +46 42 135770, InfoAbcur@advanzpharma.com",2026-09-23T20:59:47.662597,143553
FI,Finland,FIMEA,Lenzetto 1.53 mg/suihke,Estradiol hemihydrate,1.53 mg/suihke,"transdermaalisumute, liuos",56 suihketta,053018,G03CA03,2026-08-15,2026-12-31,2026-08-31,shortage,Gedeon Richter Plc,Lisätietoja antaa: Gedeon Richter Nordics AB,2026-09-23T20:59:47.662667,167266
FI,Finland,FIMEA,Lenzetto 1.53 mg/suihke,Estradiol hemihydrate,1.53 mg/suihke,"transdermaalisumute, liuos",3 x 56 suihketta,396436,G03CA03,2026-08-15,2026-12-31,2026-08-31,shortage,Gedeon Richter Plc,Lisätietoja antaa: Gedeon Richter Nordics AB,2026-09-23T20:59:47.662736,167266
FI,Finland,FIMEA,Tenkasi 400 mg,Oritavacin diphosphate,400 mg,"kuiva-aine välikonsentraatiksi infuusionestettä varten, liuos",3 x 400 mg,433794,J01XA05,2026-03-11,2026-09-30,2026-03-10,shortage,Menarini International Operations Luxembourg S.A.,"Lisätietoja antaa: Berlin-Chemie/A. Menarini Suomi Oy, Daniela Wollstén, +358403000760, nordics@berlin-chemie.com",2026-09-23T20:59:47.662803,
FI,Finland,FIMEA,Pregabalin ratiopharm 150 mg,Pregabalin,150 mg,"kapseli, kova",100,496222,N02BF02,2026-04-10,2026-09-30,2026-09-14,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.662879,75728
FI,Finland,FIMEA,Pregabalin ratiopharm 225 mg,Pregabalin,225 mg,"kapseli, kova",100,533955,N02BF02,2026-05-21,2027-02-26,2026-09-07,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.662947,
FI,Finland,FIMEA,Bupropion Sandoz 150 mg,Bupropion hydrochloride,150 mg,säädellysti vapauttava tabletti,30,087904,N06AX12,2026-07-21,2027-01-14,2026-08-17,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.663013,
FI,Finland,FIMEA,Bupropion Sandoz 150 mg,Bupropion hydrochloride,150 mg,säädellysti vapauttava tabletti,90,061920,N06AX12,2026-05-04,2026-12-23,2026-08-25,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.663080,82880
FI,Finland,FIMEA,Amodip 1.25 mg,Amlodipine besylate,1.25 mg,purutabletti,30,198050,QC08CA01,2026-07-27,2026-11-30,2026-08-06,shortage,Ceva Santé Animale,"Lisätietoja antaa: ORION CORPORATION, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.663148,
FI,Finland,FIMEA,Amodip 1.25 mg,Amlodipine besylate,1.25 mg,purutabletti,100,599692,QC08CA01,2026-09-07,2026-11-30,2026-08-06,shortage,Ceva Santé Animale,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.663216,
FI,Finland,FIMEA,Modulis vet 100 mg/ml,Ciclosporin,100 mg/ml,oraaliliuos,15 ml,515653,QL04AD01,2026-07-15,2026-09-30,2026-07-12,shortage,Ceva Santé Animale,"Lisätietoja antaa: Vet Medic Animal Health Oy, Mikko Suominen, +358 50 5021700, mikko.suominen@vetmedic.fi",2026-09-23T20:59:47.663282,
FI,Finland,FIMEA,Modulis vet 100 mg/ml,Ciclosporin,100 mg/ml,oraaliliuos,30 ml,054611,QL04AD01,2026-07-13,2026-09-30,2026-07-12,shortage,Ceva Santé Animale,"Lisätietoja antaa: Vet Medic Animal Health Oy, Mikko Suominen, +358 50 5021700, mikko.suominen@vetmedic.fi",2026-09-23T20:59:47.663349,
FI,Finland,FIMEA,Modulis vet 100 mg/ml,Ciclosporin,100 mg/ml,oraaliliuos,50 ml,387724,QL04AD01,2026-07-13,2026-09-30,2026-07-12,shortage,Ceva Santé Animale,"Lisätietoja antaa: Vet Medic Animal Health Oy, Mikko Suominen, +358 50 5021700, mikko.suominen@vetmedic.fi",2026-09-23T20:59:47.663416,
FI,Finland,FIMEA,Mitomycin Accord 20 mg,Mitomycin,20 mg,"injektio/infuusiokuiva-aine, liuosta varten",20 mg,463816,L01DC03,2026-01-01,2026-09-30,2026-07-22,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.663483,
FI,Finland,FIMEA,Kaliumklorid Orifarm 750 mg,Potassium chloride,750 mg,depottabletti,100,525958,A12BA01,2026-07-22,2026-10-30,2026-08-30,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.663549,
FI,Finland,FIMEA,Paracetamol Accord 500 mg,Paracetamol,500 mg,tabletti,30,510281,N02BE01,2026-06-29,2026-09-30,2026-06-28,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.663616,67903
FI,Finland,FIMEA,Aripiprazole Ratiopharm 5 mg,Aripiprazole,5 mg,tabletti,28,105522,N05AX12,2026-05-29,2026-11-02,2026-07-27,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.663683,117633
FI,Finland,FIMEA,Aripiprazole Ratiopharm 5 mg,Aripiprazole,5 mg,tabletti,98,114391,N05AX12,2026-05-20,2026-11-02,2026-07-27,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.663749,117633
FI,Finland,FIMEA,Spedra 50 mg,Avanafil,50 mg,tabletti,4 x 1,570086,G04BE10,2026-05-20,2026-09-30,2026-06-15,shortage,Phoenix Labs Unlimited Company,"Lisätietoja antaa: Berlin-Chemie/A. Menarini Suomi Oy, Daniela Wollstén, +358403000760, nordics@berlin-chemie.com",2026-09-23T20:59:47.663817,115142
FI,Finland,FIMEA,Fusidic Acid Orifarm 20 mg/g,Fusidic acid hemihydrate,20 mg/g,emulsiovoide,30 g,102880,D06AX01,2026-08-26,2026-12-31,2026-05-31,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.663884,5428
FI,Finland,FIMEA,Fusidic Acid Orifarm 20 mg/g,Fusidic acid hemihydrate,20 mg/g,emulsiovoide,15 g,145978,D06AX01,2026-07-15,2026-12-31,2026-05-31,shortage,Orifarm Generics A/S,"Lisätietoja antaa: Orifarm Healthcare Oy, Anna-Leena Haikkola, +35897746870, suomi@orifarm.com",2026-09-23T20:59:47.663954,5428
FI,Finland,FIMEA,Travoprost Stada 40 mikrog/ml,Travoprost,40 mikrog/ml,"silmätipat, liuos",2.5 ml,180186,S01EE04,2026-07-15,2026-11-30,2026-06-30,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.664022,206458
FI,Finland,FIMEA,Travoprost Stada 40 mikrog/ml,Travoprost,40 mikrog/ml,"silmätipat, liuos",3 x 2.5 ml,084880,S01EE04,2026-09-01,2026-12-31,2026-08-31,shortage,STADA Arzneimittel AG,"Lisätietoja antaa: STADA Nordic ApS, Finnish branch, Hanna Kallio, +358405570209, hanna.kallio@stada.fi",2026-09-23T20:59:47.664089,
FI,Finland,FIMEA,Travatan 40 mikrog/ml,Travoprost,40 mikrog/ml,"silmätipat, liuos",3 x 2.5 ml,042663,S01EE04,2025-12-16,2026-10-01,2026-06-21,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.664157,206431
FI,Finland,FIMEA,Gabapentin Sandoz 600 mg,Gabapentin,600 mg,"tabletti, kalvopäällysteinen",100,522499,N02BF01,2025-09-08,2026-12-31,2026-09-09,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.664226,57541
FI,Finland,FIMEA,Gabapentin Sandoz 800 mg,Gabapentin,800 mg,"tabletti, kalvopäällysteinen",100,452850,N02BF01,2026-05-04,2026-12-14,2026-05-03,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.664293,57568
FI,Finland,FIMEA,Celecoxib Viatris 200 mg,Celecoxib,200 mg,"kapseli, kova",30,471030,M01AH01,2026-04-29,2027-02-05,2026-08-04,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy asiakasinformaatio, +358 20 720 9555, infofi@viatris.com",2026-09-23T20:59:47.664360,59005
FI,Finland,FIMEA,Celecoxib Viatris 100 mg,Celecoxib,100 mg,"kapseli, kova",100,477070,M01AH01,2026-06-08,2026-12-31,2026-06-29,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy:n asiakasinformaatio, +358207209555, infofi@viatris.com",2026-09-23T20:59:47.664427,58998
FI,Finland,FIMEA,Pioglitazone Accord 45 mg,Pioglitazone hydrochloride,45 mg,tabletti,98,172376,A10BG03,2026-07-08,2026-12-31,2026-04-29,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.664495,84255
FI,Finland,FIMEA,Galantamin Orion 8 mg,Galantamine hydrobromide,8 mg,"depotkapseli, kova",28,372068,N06DA04,2026-02-02,2026-12-28,2026-09-10,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.664563,76767
FI,Finland,FIMEA,Tolterodin Ratiopharm 4 mg,Tolterodine tartrate,4 mg,"depotkapseli, kova",28,561986,G04BD07,2026-05-11,2026-12-31,2026-06-29,shortage,ratiopharm GmbH,"Lisätietoja antaa: Teva Finland Oy, Jyrki Hakkarainen, +358 40 5626437, jyrki.hakkarainen@tevapharm.com",2026-09-23T20:59:47.664629,60534
FI,Finland,FIMEA,Rosuvastatin Orion 40 mg,Rosuvastatin calcium,40 mg,"tabletti, kalvopäällysteinen",98,190472,C10AA07,2026-07-06,2026-10-12,2026-09-03,shortage,Aurobindo Pharma (Malta) Ltd,"Lisätietoja antaa: ORION CORPORATION, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.664696,201065
FI,Finland,FIMEA,Eliquis 5 mg,Apixaban,5 mg,"tabletti, kalvopäällysteinen",28,445310,B01AF02,2026-07-07,2026-10-16,2026-07-07,shortage,Bristol-Myers Squibb / Pfizer EEIG,"Lisätietoja antaa: Oy Bristol-Myers Squibb (Finland) Ab, lääkeneuvonta, +358925121244, medinfo.finland@bms.com",2026-09-23T20:59:47.664758,105678
FI,Finland,FIMEA,Solifenacin Sandoz 5 mg,Solifenacin succinate,5 mg,"tabletti, kalvopäällysteinen",30,592805,G04BD08,2026-09-17,2026-12-31,2026-09-16,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.664820,75337
FI,Finland,FIMEA,Carvedilol Orion 12.5 mg,Carvedilol,12.5 mg,"tabletti, kalvopäällysteinen",100,402570,C07AG02,2026-04-20,2027-01-04,2026-07-21,shortage,Aurobindo Pharma (Malta) Ltd,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.664882,74241
FI,Finland,FIMEA,Carvedilol Orion 25 mg,Carvedilol,25 mg,"tabletti, kalvopäällysteinen",100,540587,C07AG02,2026-06-15,2027-01-04,2026-07-21,shortage,Aurobindo Pharma (Malta) Ltd,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.664944,41009
FI,Finland,FIMEA,Lymecycline Ratiopharm 300 mg,Lymecycline,300 mg,"kapseli, kova",100,028638,J01AA04,2026-09-18,2026-09-25,2026-09-17,shortage,Teva B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.665005,
FI,Finland,FIMEA,Tolterodine Sandoz 4 mg,Tolterodine tartrate,4 mg,"depotkapseli, kova",98,091739,G04BD07,2026-09-10,2026-09-30,2026-09-09,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Sandoz A/S, +358 10 6133415, drug.shortage_nordic@sandoz.com",2026-09-23T20:59:47.665067,60534
FI,Finland,FIMEA,Galantamin Orion 16 mg,Galantamine hydrobromide,16 mg,"depotkapseli, kova",28,068937,N06DA04,2024-06-20,2027-02-15,2026-09-10,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +3581044398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.665128,76775
FI,Finland,FIMEA,Galantamin Orion 16 mg,Galantamine hydrobromide,16 mg,"depotkapseli, kova",84,192182,N06DA04,2025-06-16,2027-02-15,2026-09-10,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.665189,76775
FI,Finland,FIMEA,Galantamin Orion 24 mg,Galantamine hydrobromide,24 mg,"depotkapseli, kova",28,050002,N06DA04,2024-11-27,2027-02-15,2026-09-10,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.665249,76783
FI,Finland,FIMEA,Galantamin Orion 24 mg,Galantamine hydrobromide,24 mg,"depotkapseli, kova",84,498340,N06DA04,2024-10-04,2027-02-15,2026-09-10,shortage,Orion Corporation,"Lisätietoja antaa: Orion Oyj, Orion Call Center, +358104398250, tuoteinformaatio@orionpharma.com",2026-09-23T20:59:47.665310,76783
FI,Finland,FIMEA,Cefotaxim Mip Pharma 1 g,Cefotaxime sodium,1 g,injektio-/infuusiokuiva-aine liuosta varten,10,582612,J01DD01,2026-01-01,2027-06-30,2026-04-19,shortage,MIP Pharma GmbH,"Lisätietoja antaa: MIP Pharma GmbH Germany, Angela Wittmann, +49 8502 9184 430, angela.wittmann@mip-pharma.de",2026-09-23T20:59:47.665371,37168
FI,Finland,FIMEA,Cefotaxim Mip Pharma 2 g,Cefotaxime sodium,2 g,injektio-/infuusiokuiva-aine liuosta varten,10,428817,J01DD01,2026-04-01,2027-06-30,2026-04-19,shortage,MIP Pharma GmbH,"Lisätietoja antaa: MIP Pharma GmbH Germany, Angela Wittmann, +49 8502 9184 430, angela.wittmann@mip-pharma.de",2026-09-23T20:59:47.665431,
FI,Finland,FIMEA,Quetiapin Ratiopharm 400 mg,Quetiapine fumarate,400 mg,depottabletti,100,137635,N05AH04,2025-07-07,2027-02-26,2026-08-10,shortage,Teva Pharma B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358 20 180 5900, infofinland@tevapharm.com",2026-09-23T20:59:47.665492,84212
FI,Finland,FIMEA,Quetiapin Ratiopharm 200 mg,Quetiapine fumarate,200 mg,depottabletti,100,517693,N05AH04,2026-06-18,2026-11-30,2026-09-21,shortage,Teva Pharma B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.665553,50776
FI,Finland,FIMEA,Quetiapin Ratiopharm 300 mg,Quetiapine fumarate,300 mg,depottabletti,100,477295,N05AH04,2026-08-11,2026-11-30,2026-09-21,shortage,Teva Pharma B.V.,"Lisätietoja antaa: Teva Finland Oy, Teva Finland Oy, +358201805900, infofinland@tevapharm.com",2026-09-23T20:59:47.665615,60283
FI,Finland,FIMEA,Desloratadine Sandoz 5 mg,Desloratadine,5 mg,"tabletti, kalvopäällysteinen",30,472322,R06AX27,2026-07-09,2026-10-21,2026-08-25,shortage,Sandoz A/S,"Lisätietoja antaa: Sandoz A/S, Ropi Heikkilä, +358 50 592 5710, ropi.heikkila@sandoz.com",2026-09-23T20:59:47.665677,59021
FI,Finland,FIMEA,Levetiracetam Accord 750 mg,Levetiracetam,750 mg,"tabletti, kalvopäällysteinen",100,502080,N03AX14,2026-02-18,2026-10-30,2026-08-30,shortage,Accord Healthcare S.L.U.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.665738,
FI,Finland,FIMEA,Pentocur,Thiopental sodium,,"injektiokuiva-aine, liuosta varten",10 x 0.5 g,431844,N01AF03,2024-01-01,2026-12-31,2025-11-09,shortage,Abcur AB,"Lisätietoja antaa: Abcur AB, +46 42 135770, InfoAbcur@advanzpharma.com",2026-09-23T20:59:47.665799,6467
FI,Finland,FIMEA,Pentocur,Thiopental sodium,,"injektiokuiva-aine, liuosta varten",10 x 1 g,594817,N01AF03,2024-01-01,2026-12-31,2025-11-09,shortage,Abcur AB,"Lisätietoja antaa: Abcur AB, +46 42 135770, InfoAbcur@advanzpharma.com",2026-09-23T20:59:47.665861,
FI,Finland,FIMEA,Dacarbazine Lipomed 200 mg,Dacarbazine,200 mg,"injektio/infuusiokuiva-aine, liuosta varten",10 x 200 mg,572839,L01AX04,2026-05-31,2027-12-31,2025-12-21,shortage,Lipomed GmbH,"Lisätietoja antaa: Kurantis ApS, Tanja Breum Nielsen, +4526524288, tbn@kurantis.com",2026-09-23T20:59:47.665921,18066
FI,Finland,FIMEA,Atopica vet. 100 mg/ml,Ciclosporin,100 mg/ml,oraaliliuos,17 ml,176561,QL04AD01,2026-08-21,2026-10-09,2026-08-23,shortage,Elanco GmbH,"Lisätietoja antaa: Elanco, Ida Bisgaard Worm, +45 50 52 76 13, ida.worm@elancoah.com",2026-09-23T20:59:47.665982,
FI,Finland,FIMEA,Rismyl 0.5 mg,Risperidone,0.5 mg,"tabletti, kalvopäällysteinen",20,077385,N05AX08,2026-10-01,2027-05-15,2026-09-01,shortage,Viatris Limited,"Lisätietoja antaa: Viatris Oy, Viatris Oy:n asiakasinformaatio, +358207209555, infofi@viatris.com",2026-09-23T20:59:47.666043,56197
FI,Finland,FIMEA,Porcilis ColiClos,"Escherichia coli, LT toxoid Escherichia coli, F4A antigen Escherichia coli, F4ac antigen Escherichia coli, F5 antigen Escherichia coli, F6 antigen Clostridium perfringens, type C, strain CN 883, beta toxoid",,"injektioneste, suspensio",20 ml,491249,QI09AB08,2026-10-05,2026-12-18,2026-09-09,shortage,Intervet International B.V.,"Lisätietoja antaa: MSD Animal Health Oy, Susanna Ketola, +358 50 4483389, susanna.ketola@msd.com",2026-09-23T20:59:47.666105,
FI,Finland,FIMEA,Cotrim Forte 160 mg / 800 mg,Sulfamethoxazole Trimethoprim,160 mg / 800 mg,tabletti,20,101744,J01EE01,2026-02-19,2026-12-31,2026-08-13,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666165,7471
FI,Finland,FIMEA,Wegovy FlexTouch 0.25 mg,Semaglutide,0.25 mg,"injektioneste, liuos, esitäytetty kynä",1.5 ml,145414,A10BJ06,2025-06-11,2026-12-31,2026-04-23,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666226,
FI,Finland,FIMEA,Wegovy FlexTouch 0.5 mg,Semaglutide,0.5 mg,"injektioneste, liuos, esitäytetty kynä",1.5 ml,479681,A10BJ06,2025-07-04,2026-12-30,2026-04-23,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666287,
FI,Finland,FIMEA,Wegovy FlexTouch 1 mg,Semaglutide,1 mg,"injektioneste, liuos, esitäytetty kynä",3 ml,083408,A10BJ06,2025-03-17,2026-12-30,2026-04-23,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666348,
FI,Finland,FIMEA,Wegovy FlexTouch 1.7 mg,Semaglutide,1.7 mg,"injektioneste, liuos, esitäytetty kynä",3 ml,444264,A10BJ06,2025-08-25,2026-12-31,2026-04-23,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666413,223816
FI,Finland,FIMEA,Yuflyma 40 mg,Adalimumab,40 mg,"injektioneste, liuos, esitäytetty kynä",2 x 0.4 ml,184065,L04AB04,2025-06-11,2026-12-30,2026-04-23,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666474,129798
FI,Finland,FIMEA,Wegovy FlexTouch 2.4 mg,Semaglutide,2.4 mg,"injektioneste, liuos, esitäytetty kynä",3 ml,187528,A10BJ06,2025-06-20,2026-12-31,2026-04-23,shortage,Paranova Oy,"Lisätietoja antaa: Paranova Oy, Sebastian Saari, +358 9 4391 850, info@paranova.fi",2026-09-23T20:59:47.666535,223824
FI,Finland,FIMEA,Voriconazole Accord 200 mg,Voriconazole,200 mg,"infuusiokuiva-aine, liuosta varten",200 mg,552438,J02AC03,2026-01-01,2026-10-30,2026-08-30,shortage,Accord Healthcare B.V.,"Lisätietoja antaa: Accord Healthcare Oy, Accord Healthcare Oy, +358 10 2314180, asiakaspalvelu@accord-healthcare.com",2026-09-23T20:59:47.666597,63614
