country_code,country_name,source,medicine_name,active_substance,strength,package_size,dosage_form,pharma_code,act_reference,ium_code,status,scraped_at,atc_code,prk
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO,LIDOCAINA CLORHIDRATO,20mg/1mL,,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM tercera Parte,1L101803,vital_unavailable,2026-09-23T20:51:23.581228,N01BB02,30570
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO,LIDOCAINA CLORHIDRATO,20mg/1mL,,Solución inyectable para infusión,19.6.0.0.N20,Acta No. 02 de 2018 SEM primera Parte,1L101803,vital_unavailable,2026-09-23T20:51:23.581245,N01BB02,207365
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO,LIDOCAINA CLORHIDRATO,10mg/mL (1%),,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM primera Parte,1L100565,vital_unavailable,2026-09-23T20:51:23.581263,N01BB02,29939
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO,LIDOCAINA CLORHIDRATO,"4mg/1mL (0,4%)",,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Segunda Parte,1L102520,vital_unavailable,2026-09-23T20:51:23.581281,N01BB02,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO,LIDOCAINA CLORHIDRATO,50mg/1mL (5%),,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Segunda Parte,1L102521,vital_unavailable,2026-09-23T20:51:23.581298,N01BB02,228842
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + ADRENALINA,LIDOCAINA CLORHIDRATO + ADRENALINA,"36mg + 0,18 mg/ 1mL",,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Segunda Parte,2E102523,vital_unavailable,2026-09-23T20:51:23.581316,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + DEXTROSA SOLUCIÓN INYECTABLE,LIDOCAINA CLORHIDRATO + DEXTROSA SOLUCIÓN INYECTABLE,"5% + 7,5% /1mL",,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Segunda Parte,2D102524,vital_unavailable,2026-09-23T20:51:23.581337,,
CO,Colombia,INVIMA,LIDOCAÍNA AL 1% CON EPINEFRINA SIN PRESERVATIVOS,LIDOCAÍNA AL 1% CON EPINEFRINA SIN PRESERVATIVOS,10mg + 5μg/1mL,,Solución inyectable,19.6.0.0.N20,Acta No. 23 de 2015,2E102406,vital_unavailable,2026-09-23T20:51:23.581356,N01BB52,145823
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA,LIDOCAINA CLORHIDRATO + EPINEFRINA,10mg + 5µg /mL,,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581374,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA,LIDOCAINA CLORHIDRATO + EPINEFRINA,100mg + 50µg / Ampolla (10 mL),,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581391,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA,LIDOCAINA CLORHIDRATO + EPINEFRINA,20mg + 5 µg /mL,,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581408,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA,LIDOCAINA CLORHIDRATO + EPINEFRINA,200mg + 50µg / Ampolla (10 mL),,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581426,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA BASE,LIDOCAINA CLORHIDRATO + EPINEFRINA BASE,"20mg + 0,0125mg /mL",,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581442,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA BASE,LIDOCAINA CLORHIDRATO + EPINEFRINA BASE,"20mg + 0,02mg /mL",,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581459,,
CO,Colombia,INVIMA,LIDOCAINA CLORHIDRATO + EPINEFRINA BASE,LIDOCAINA CLORHIDRATO + EPINEFRINA BASE,"20mg + 0,01mg /mL",,Solución inyectable,19.6.0.0.N20,Acta No. 4 de 2023 SEM Quinta Parte,,vital_unavailable,2026-09-23T20:51:23.581477,,
CO,Colombia,INVIMA,MECASERMINA,MECASERMINA,10mg/ml,,Solución inyectable,9.2.3.0.N10,Acta No. 09 de 2022 SEM,,vital_unavailable,2026-09-23T20:51:23.581494,H01AC03,85464
CO,Colombia,INVIMA,MEDROXIPROGESTERONA ACETATO + CIPIONATO DE ESTRADIOL,MEDROXIPROGESTERONA ACETATO + CIPIONATO DE ESTRADIOL,50 mg +  10mg/1mL,,Suspensión inyectable,9.1.2.0.N10,Acta No. 21 de 2019 SEM,2E102829,vital_unavailable,2026-09-23T20:51:23.581512,,
CO,Colombia,INVIMA,MEGESTROL ACETATO,MEGESTROL ACETATO,40mg/1mL,,Suspensión Oral,6.0.0.0.N10 y 9.1.11.0.N10,Acta No. 22  de 2018 SEM,1M102620,vital_unavailable,2026-09-23T20:51:23.581530,G03AC05,
CO,Colombia,INVIMA,MELFALAN,MELFALAN,2mg/1ml,,Tableta,6.0.0.0.N10,Acta No. 52 de 2012,1M102372,vital_unavailable,2026-09-23T20:51:23.581547,L01AA03,65641
CO,Colombia,INVIMA,MELFALAN,MELFALAN,10mg/1 mL,,Solución inyectable,6.0.0.0.N10,Acta No. 52 de 2012,1M102527,vital_unavailable,2026-09-23T20:51:23.581565,L01AA03,
CO,Colombia,INVIMA,MEPIVACAINA CLORHIDRATO,MEPIVACAINA CLORHIDRATO,10mg/1mL (1%),,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Tercera parte,1M102529,vital_unavailable,2026-09-23T20:51:23.581583,N01BB03,29955
CO,Colombia,INVIMA,MEPIVACAINA CLORHIDRATO,MEPIVACAINA CLORHIDRATO,20mg/1 mL (2%),,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Tercera parte,1M102528,vital_unavailable,2026-09-23T20:51:23.581601,N01BB03,50814
CO,Colombia,INVIMA,MEPIVACAINA CLORHIDRATO,MEPIVACAINA CLORHIDRATO,30mg/1 mL (3%),,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Tercera parte,1M102418,vital_unavailable,2026-09-23T20:51:23.581619,N01BB03,204897
CO,Colombia,INVIMA,MERCAPTOPURINA,MERCAPTOPURINA,50mg/1U,,Tableta,6.0.0.0.N10,Acta No. 52 de 2012,1M102374,vital_unavailable,2026-09-23T20:51:23.581636,L01BB02,183
CO,Colombia,INVIMA,METADOXINA,METADOXINA,300 mg / Ampolla (5 mL),,Solución inyectable,8.2.7.0.N40,Acta No. 10 de 2025 SEM Tercera parte,,vital_unavailable,2026-09-23T20:51:23.581653,A05BA09,
CO,Colombia,INVIMA,METILERGOMETRINA,METILERGOMETRINA,0.2 mg/mL,,Solución inyectable,12.1.0.0.N10,Acta No. 08 de 2025 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.581671,G02AB01,1791
CO,Colombia,INVIMA,METIRAPONA,METIRAPONA,250mg/1U,,Cápsula,"9.2.3.0.N10 
1.2.0.0.N20",Acta No. 12  de 2019 SEM,1M101846,vital_unavailable,2026-09-23T20:51:23.581688,V04CD01,1805
CO,Colombia,INVIMA,METOPROLOL TARTRATO,METOPROLOL TARTRATO,1mg/1 mL,,Solución inyectable,7.3.0.0.N10,Acta No. 03 de 2018 SEM,1M102533,vital_unavailable,2026-09-23T20:51:23.581706,C07AB02,204749
CO,Colombia,INVIMA,METRELEPTIN,METRELEPTIN,11.3mg/1U,,Polvo para reconstituir a solución inyectable,8.2.7.0.N240,Acta No. 13 de 2019 SEMNNIMB,1M100083,vital_unavailable,2026-09-23T20:51:23.581723,A16AA07,216690
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,15mg / Ml,,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581740,N05CD08,
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,15mg / Ampolla (3 mL),,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581757,N05CD08,93645
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,"7,5mg / mL",,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581774,N05CD08,
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,5mg / Ampolla (1 mL),,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581791,N05CD08,93637
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,1mg / mL (Vial),,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581807,N05CD08,116653
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,5mg / Ampolla (5 mL),,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581824,N05CD08,93629
CO,Colombia,INVIMA,MIDAZOLAM,MIDAZOLAM,50mg / Ampolla (10 mL),,Solución inyectable,19.17.1.0.N10,Acta No. 01 de 2024 SEM Quinta parte,,vital_unavailable,2026-09-23T20:51:23.581841,N05CD08,93653
CO,Colombia,INVIMA,MITOMICINA,MITOMICINA,20 mg / vial,,Polvo liofilizado para reconstituir a solución inyectable,6.0.0.0.N10,Acta No. 07 de 2026 SEMPB Primera parte,,vital_unavailable,2026-09-23T20:51:23.581858,L01DC03,119806
CO,Colombia,INVIMA,MITOTANE,MITOTANE,500mg/1U,,Tableta,6.0.0.0.N10,Acta No. 02 de 2010,1M100034,vital_unavailable,2026-09-23T20:51:23.581876,L01XX23,37818
CO,Colombia,INVIMA,MORFINA SULFATO,MORFINA SULFATO,2%- 2g / 100 mL,,Solución oral,19.2.0.0.N10,Acta No. 08 de 2025 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.581893,N02AA01,76414
CO,Colombia,INVIMA,MORFINA CLORHIDRATO,MORFINA CLORHIDRATO,3%- 3g / 100 mL,,Solución oral,19.2.0.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.581910,N02AA01,
CO,Colombia,INVIMA,MTC OIL TRIGLICERIDOS DE CADENA MEDIA,MTC OIL TRIGLICERIDOS DE CADENA MEDIA,500mL/1U,,Solución oral,21.4.2.3.N20,Acta No. 03 de 2007,,vital_unavailable,2026-09-23T20:51:23.581927,,
CO,Colombia,INVIMA,N-ACETILCISTEÍNA,N-ACETILCISTEÍNA,300 mg / Ampolla (3 mL),,Solución inyectable,16.5.0.0.N10,Acta No. 10 de 2025 SEM Tercera parte,,vital_unavailable,2026-09-23T20:51:23.581944,R05CB01,215694
CO,Colombia,INVIMA,NEVIPARINA,NEVIPARINA,50mg/5 mL,,Solución oral,4.1.3.0.N10,Acta 01 2024 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.581961,B01AB05,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,"0,83mg/cm2",,Parche transdermico,20.0.0.0.N10,Acta No. 22  de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.581978,N07BA01,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,36mg/cm2,,Parche transdérmico,20.0.0.0.N10,Acta No. 22  de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.581995,N07BA01,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,78mg /15cm2,,Parche transdérmico,20.0.0.0.N10,Acta No. 22  de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.582012,N07BA01,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,114mg/22 cm2 (libera 2 mg cada 24 horas),,Parche transdérmico,20.0.0.0.N10,Acta No. 22 de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.582028,N07BA01,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,"39,37mg de nicotina con una liberación nominal de 25 mg / 16 horas",,Parche transdérmico,20.0.0.0.N10,Acta No. 22  de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.582045,N07BA01,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,"23,62mg de nicotina con una liberación nominal de 15 mg / 16 horas",,Parche transdérmico,20.0.0.0.N10,Acta No. 22  de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.582062,N07BA01,
CO,Colombia,INVIMA,NICOTINA,NICOTINA,"15,75mg de nicotina con una liberación nominal de 10 mg / 16 horas",,Parche transdérmico,20.0.0.0.N10,Acta No. 22 de 2018 SEM,,vital_unavailable,2026-09-23T20:51:23.582079,N07BA01,
CO,Colombia,INVIMA,NIFEDIPINO,NIFEDIPINO,10mg,,Tableta,7.3.0.0.N10,Acta No. 08 de 2020 SEM - Acta No. 04 de 2023 SEM Octava parte,,vital_unavailable,2026-09-23T20:51:23.582096,C08CA05,42897
CO,Colombia,INVIMA,NIFEDIPINO,NIFEDIPINO,10mg,,Cápsula dura,7.3.0.0.N10,Acta No. 04 de 2023 SEM Octava parte,,vital_unavailable,2026-09-23T20:51:23.582113,C08CA05,27006
CO,Colombia,INVIMA,NIFEDIPINO,NIFEDIPINO,10mg,,Cápsula blanda,7.3.0.0.N10,Acta No. 04 de 2023 SEM Octava parte,,vital_unavailable,2026-09-23T20:51:23.582130,C08CA05,27006
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,400µg/ 1mL,,Solución inyectable para infusión,7.1.0.0.N10,Acta No. 05 de 2017 SEM,1T102412,vital_unavailable,2026-09-23T20:51:23.582148,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,"0,1mg/1mL",,Solución inyectable,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102410,vital_unavailable,2026-09-23T20:51:23.582166,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,100μg /1mL,,Solución inyectable para infusión,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102410,vital_unavailable,2026-09-23T20:51:23.582184,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,"0,2mg/1mL",,Solución inyectable,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102411,vital_unavailable,2026-09-23T20:51:23.582202,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,"0,2mg/1mL",,Solución inyectable para infusión,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102411,vital_unavailable,2026-09-23T20:51:23.582219,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,"0,4mg/1mL",,Solución inyectable,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102412,vital_unavailable,2026-09-23T20:51:23.582236,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,"0,4mg/1mL",,Solución inyectable para infusión,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102412,vital_unavailable,2026-09-23T20:51:23.582253,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,"0,08mg /1 mL",,Solución inyectable para infusión,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102414,vital_unavailable,2026-09-23T20:51:23.582271,C01DA02,
CO,Colombia,INVIMA,NITROGLICERINA,NITROGLICERINA,5mg/1mL,,Solución inyectable para infusión,7.1.0.0.N10,Acta No. 05 de 2017 SEM Primera Parte,1T102415,vital_unavailable,2026-09-23T20:51:23.582288,C01DA02,
CO,Colombia,INVIMA,NOREPINEFRINA,NOREPINEFRINA,1mg/1mL,,Solución inyectable,7.7.0.0.N10,Acta No. 16  de 2018 SEM,1N102587,vital_unavailable,2026-09-23T20:51:23.582305,C01CA03,46132
CO,Colombia,INVIMA,NOREPINEFRINA,NOREPINEFRINA,4 mg / Ampolla (4 mL),,Solución inyectable,7.7.0.0.N10,Acta No. 08 de 2026 SEMPB Segunda parte,,vital_unavailable,2026-09-23T20:51:23.582322,C01CA03,98930
CO,Colombia,INVIMA,OCRIPLASMINA,OCRIPLASMINA,2.5mg/1 mL,,Solución inyectable concentrada,11.3.14.0.N10,Acta No. 03 de 2014,1O101069,vital_unavailable,2026-09-23T20:51:23.582339,S01XA22,106062
CO,Colombia,INVIMA,OXIGENO,OXIGENO,99% en volumen-99%/ m3,,Gas,16.7.0.0.N20,Acta No. 03 de 2025 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.582355,V03AN01,98388
CO,Colombia,INVIMA,OXIGENO,OXIGENO,93% V/V,,Gas,16.7.0.0.N20,Acta No. 03 de 2025 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.582372,V03AN01,98388
CO,Colombia,INVIMA,OXITOCINA,OXITOCINA,5UI/1mL,,Solución inyectable,12.1.0.0.N10,Acta No. 31 de 2018 SEM,1O102714,vital_unavailable,2026-09-23T20:51:23.582391,H01BB02,7536
CO,Colombia,INVIMA,PAPAVERINA HCL,PAPAVERINA HCL,3mg/1 mL,,Solución inyectable,7.6.0.0.N10,Acta No. 37 de 2004,1P102375,vital_unavailable,2026-09-23T20:51:23.582410,A03AD01,
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,4mg/1mL",,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102765,vital_unavailable,2026-09-23T20:51:23.582429,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,6mg/1mL",,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102766,vital_unavailable,2026-09-23T20:51:23.582447,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"1,2mg/1mL",,Solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102767,vital_unavailable,2026-09-23T20:51:23.582465,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,1mg/1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102768,vital_unavailable,2026-09-23T20:51:23.582483,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,16mg/1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102769,vital_unavailable,2026-09-23T20:51:23.582500,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,2mg/1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102770,vital_unavailable,2026-09-23T20:51:23.582518,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,24mg/1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102771,vital_unavailable,2026-09-23T20:51:23.582536,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,3mg/1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102772,vital_unavailable,2026-09-23T20:51:23.582554,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,4mg/1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102765,vital_unavailable,2026-09-23T20:51:23.582571,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,6mg /1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102766,vital_unavailable,2026-09-23T20:51:23.582589,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"1,2mg/ 1mL",,Polvo para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102767,vital_unavailable,2026-09-23T20:51:23.582607,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,2mg/1mL",,Polvo liofilizado para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102770,vital_unavailable,2026-09-23T20:51:23.582624,L03AB10,118699
CO,Colombia,INVIMA,PEGINTERFERÓN ALFA 2B,PEGINTERFERÓN ALFA 2B,"0,3mg/1mL",,Polvo liofilizado para reconstituir a solución inyectable,"6.0.0.0.N10 
4.1.3.0.N10",Acta No. 02 de 2019 SEMNNIMB,1P102772,vital_unavailable,2026-09-23T20:51:23.582642,L03AB10,118699
CO,Colombia,INVIMA,PEGVISOMANT,PEGVISOMANT,20mg/1mL,,Solución inyectable,9.2.3.0.N10,Acta No. 43 de 2007,1P102377,vital_unavailable,2026-09-23T20:51:23.582660,H01AX01,70513
CO,Colombia,INVIMA,PENTOBARBITAL,PENTOBARBITAL,50mg/1mL,,Solución inyectable,19.17.1.0.N10,Acta No. 03 de 2006,1P102378,vital_unavailable,2026-09-23T20:51:23.582677,N05CA01,149195
CO,Colombia,INVIMA,PIRIDOXINA,PIRIDOXINA,150mg/1 mL,,Solución inyectable,21.1.0.0.N10,Acta No. 37 de 2004,1P102379,vital_unavailable,2026-09-23T20:51:23.582695,A11HA02,11169
CO,Colombia,INVIMA,PIRIMETAMINA,PIRIMETAMINA,25mg,,Cápsula dura,"4.2.3.0.N10, 4.2.5.0.N10",Acta No. 16 de 2018 SEM,1P102626,vital_unavailable,2026-09-23T20:51:23.582712,P01BD01,744
CO,Colombia,INVIMA,PRILOCAINA CLORHIDRATO + FELIPRESINA,PRILOCAINA CLORHIDRATO + FELIPRESINA,"30mg + 0,03UI / 1 mL",,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Tercera Parte,2F102715,vital_unavailable,2026-09-23T20:51:23.582730,,
CO,Colombia,INVIMA,PRILOCAINA CLORHIDRATO + FELIPRESINA,PRILOCAINA CLORHIDRATO + FELIPRESINA,"16,6mg + 0,3μg /1 mL",,Solución inyectable,19.6.0.0.N20,Acta No. 02 de 2018 SEM Tercera Parte,2F102534,vital_unavailable,2026-09-23T20:51:23.582747,,
CO,Colombia,INVIMA,PRIMIDONA,PRIMIDONA,250mg/1U,,Tableta,19.9.0.0.N10,Acta No. 25 de 2005,1P100768,vital_unavailable,2026-09-23T20:51:23.582765,N03AA03,1880
CO,Colombia,INVIMA,PROTEINA DE PLASMA HUMANO,PROTEINA DE PLASMA HUMANO,50mg/1mL,,Solución inyectable para infusión,18.2.0.0.N10,Acta No. 06 de 2020 SEM,,vital_unavailable,2026-09-23T20:51:23.582782,B05AA02,
CO,Colombia,INVIMA,PROTIRELINA (Hormona liberadora de tirotropina TRH),PROTIRELINA (Hormona liberadora de tirotropina TRH),"0,2mg/1mL",,Solución inyectable,9.2.3.0.N10,Acta No. 20 de 2005,1P102405,vital_unavailable,2026-09-23T20:51:23.582799,V04CJ02,
CO,Colombia,INVIMA,QUETIAPINA,QUETIAPINA,50mg,,Tableta de liberación prolongada,19.16.0.0.N10,Acta No. 02 de 2025 SEM Primera parte,,vital_unavailable,2026-09-23T20:51:23.582816,N05AH04,84182
CO,Colombia,INVIMA,QUETIAPINA,QUETIAPINA,150mg,,Tableta de liberación prolongada,19.16.0.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.582833,N05AH04,94757
CO,Colombia,INVIMA,QUETIAPINA,QUETIAPINA,200mg,,Tableta de liberación prolongada,19.16.0.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.582849,N05AH04,84190
CO,Colombia,INVIMA,QUETIAPINA,QUETIAPINA,300mg,,Tableta de liberación prolongada,19.16.0.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.582866,N05AH04,84204
CO,Colombia,INVIMA,QUETIAPINA,QUETIAPINA,400mg,,Tableta de liberación prolongada,19.16.0.0.N10,Acta No. 04 de 2025 SEM Segunda parte,,vital_unavailable,2026-09-23T20:51:23.582883,N05AH04,84212
CO,Colombia,INVIMA,QUININA DICLORHIDRATO,QUININA DICLORHIDRATO,300mg/1mL,,Solución inyectable,4.2.3.0.N10,Acta No. 09 de 2007,1Q102380,vital_unavailable,2026-09-23T20:51:23.582900,P01BA01,
CO,Colombia,INVIMA,QUININA SULFATO,QUININA SULFATO,300mg /1mL,,Tableta,4.2.3.0.N10,Acta No. 09 de 2007,1Q102381,vital_unavailable,2026-09-23T20:51:23.582918,P01BA01,85782
CO,Colombia,INVIMA,REMIFENTANIL CLORHIDRATO,REMIFENTANIL CLORHIDRATO,1mg / Vial,,Polvo liofilizado para reconstituir a solución inyectable,19.2.0.0.N10,Acta No. 01 de 2024 SEM Séptima parte,,vital_unavailable,2026-09-23T20:51:23.582935,N01AH06,45713
CO,Colombia,INVIMA,REMIFENTANIL CLORHIDRATO,REMIFENTANIL CLORHIDRATO,2mg / Vial,,Polvo liofilizado para reconstituir a solución inyectable,19.2.0.0.N10,Acta No. 01 de 2024 SEM Séptima parte,,vital_unavailable,2026-09-23T20:51:23.582952,N01AH06,45721
CO,Colombia,INVIMA,REMIFENTANIL CLORHIDRATO,REMIFENTANIL CLORHIDRATO,5mg / Vial,,Polvo liofilizado para reconstituir a solución inyectable,19.2.0.0.N10,Acta No. 01 de 2024 SEM Séptima parte,,vital_unavailable,2026-09-23T20:51:23.582969,N01AH06,45748
CO,Colombia,INVIMA,RIBAVIRINA,RIBAVIRINA,200mg/1unidad,,Cápsula,4.1.3.0.N10,Acta No. 06 de 2018 SEM,1R102535,vital_unavailable,2026-09-23T20:51:23.582986,J05AP01,53856
CO,Colombia,INVIMA,RIBAVIRINA,RIBAVIRINA,200mg/1unidad,,Tableta,4.1.3.0.N10,Acta No. 06 de 2018 SEM,1R102536,vital_unavailable,2026-09-23T20:51:23.583004,J05AP01,225819
