country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,notes,scraped_at
NO,Norway,DMP,"Sterilt vann B. Braun (ikke angitt styrke) oppløsningsvæske til parenteral bruk, 20x5 ml ampulle av plast (mini-plasco connect)",vann til injeksjonsvæsker,,,,,2026-02-04,2026-03-04,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.574697
NO,Norway,DMP,"Oxycodone Abboxia 1 mg/ml injeksjons-/infusjonsvæske, oppløsning, 100 ml pose",oksykodonhydroklorid,,,,,2026-02-04,2026-06-30,shortage,Saksbehandling pågår,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Rabipur >2,5 IE/dose pulver og væske til injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 1 stk hetteglass","rabiesvirus, inaktivert",,,,,2026-01-26,2026-02-26,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Femar 2,5 mg tablett, filmdrasjert, 100 stk blisterpakning",letrozol,,,L02BG04,,2026-02-16,2026-03-27,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Zycortal 25 mg/ml depotinjeksjonsvæske, suspensjon, 1x4 ml hetteglass",desoksykortonpivalat,,,,,2026-03-10,2026-03-27,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Bemfola 450 IE/0,75 ml injeksjonsvæske, oppløsning i ferdigfylt penn, 0,75 ml ferdigfylt penn",follitropin alfa,,,G03GA05,,2026-02-03,2026-06-01,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Timosan 1 mg/ml depotøyedråper, oppløsning, 3x5 ml flaske av plast med dråpespiss",timololmaleat,,,S01ED51,,2026-02-03,2026-04-01,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Ikervis 1 mg/ml øyedråper, emulsjon, 90x0,3 ml endosebeholder",ciklosporin,,,,,2026-04-15,2026-06-30,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Pantoprazol SUN 40 mg pulver til injeksjonsvæske, oppløsning, 5x40 mg hetteglass",pantoprazolnatriumseskvihydrat,,,A02BC02,,2026-02-11,2026-04-05,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Canoderm 5 % krem, 210 g tube",urea,,,,,2026-01-30,2026-03-15,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Canoderm 5 % krem, 500 g boks",urea,,,,,2026-01-26,2026-02-09,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Synagis 50 mg/0,5 ml injeksjonsvæske, oppløsning, 0,5 ml hetteglass",palivizumab,,,J06BD01,,2026-02-02,2026-03-05,resolved,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Cerenia 24 mg tablett, 4 stk blisterpakning",maropitantsitratmonohydrat,,,,,2026-01-12,2026-02-28,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Relmont vet 1,38 g vaginalinnlegg, 10x1 stk pose",progesteron,,,G03DA04,,2026-02-02,2026-03-28,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Rimadyl vet 100 mg tyggetablett, 20 stk boks av plast",karprofen,,,,,2025-10-27,2026-02-21,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Ganirelix Gedeon Richter 0,25 mg/0,5 ml injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 6x0,5 ml ferdigfylt sprøyte",ganireliksacetat,,,,,2026-02-02,2026-03-01,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Almotriptan Orifarm 12,5 mg tablett, filmdrasjert, 9 stk blisterpakning",almotriptanmalat,,,N02CC05,,2026-02-13,2026-04-03,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Varilrix  pulver og væske til injeksjonsvæske, oppløsning, 0,5 ml ferdigfylt sprøyte av glass","varicella zoster-virus, levende, svekket",,,,,2026-02-27,2026-06-24,shortage,Saksbehandling pågår,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Glucos. B. Braun 50 mg/ml infusjonsvæske, oppløsning, 10x1000 ml beholder av plast (ecoflac plus)",glukosemonohydrat,,,,,2026-01-28,2026-02-04,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Tolterodine Sandoz 2 mg depotkapsel, hard, 28 stk blisterpakning",tolterodintartrat,,,,,2026-01-30,2026-02-18,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.575697
NO,Norway,DMP,"Tolterodine Sandoz 2 mg depotkapsel, hard, 60 stk boks",tolterodintartrat,,,,,2026-02-15,2026-07-10,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Tolterodine Sandoz 4 mg depotkapsel, hard, 84 stk blisterpakning",tolterodintartrat,,,,,2026-01-30,2026-06-12,shortage,Saksbehandling pågår,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Quetiapine Teva 200 mg tablett, filmdrasjert, 100 stk blisterpakning",kvetiapinfumarat,,,,,2026-01-28,2026-03-06,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Glimepirid Teva 2 mg tablett, 90 stk blisterpakning",glimepirid,,,A10BB12,,2026-01-20,2026-03-26,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Stesolid 2 mg tablett, 25 stk boks",diazepam,,,N05BA01,,2026-01-28,2026-07-08,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Finasterid Actavis 5 mg tablett, filmdrasjert, 98 stk blisterpakning",finasterid,,,D11AX10,,2026-01-06,2026-02-11,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Bevacomb 5 mg/160 mg tablett, filmdrasjert, 98 stk blisterpakning","amlodipinbesilat, valsartan",,,C09CA03,,2025-12-18,2026-03-11,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Tadalafil Teva 2,5 mg tablett, filmdrasjert, 28x1 stk endoseblisterpakning",tadalafil,,,G04BE08,,2026-01-20,2026-05-26,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Milbemax vet 12,5 mg/125 mg tablett, 50 stk blisterpakning","milbemycinoksim, prazikvantel",,,,,2026-01-28,2026-04-24,shortage,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig / Likeverdig alternativ tilgjengelig",2026-03-12T15:53:54.576731
NO,Norway,DMP,"Zenrelia  6,4 mg tablett, filmdrasjert, 30x1 stk endoseblisterpakning",ilunocitinib,,,,,2026-01-28,2026-04-17,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Clamoxyl vet 150 mg/ml injeksjonsvæske, suspensjon, 6x100 ml hetteglass",amoksicillintrihydrat,,,,,2025-10-06,2026-05-23,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Hydroxyzine Orifarm 10 mg tablett, filmdrasjert, 100 stk blisterpakning",hydroksyzinhydroklorid,,,,,2026-05-20,2026-07-23,upcoming,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Metacam 1 mg tyggetablett, 7 stk blisterpakning",meloksikam,,,,,2026-01-16,2026-02-13,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Lenzetto 1,53 mg/spray transdermalspray, oppløsning, 56 doser spraybeholder",østradiolhemihydrat,,,,,2026-01-27,2026-12-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Lenzetto 1,53 mg/spray transdermalspray, oppløsning, 3x56 doser spraybeholder",østradiolhemihydrat,,,,,2026-01-27,2026-12-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Pradaxa 150 mg granulat, drasjert, 60x1 stk dosepose",dabigatraneteksilatmesilat,,,B01AE07,,2026-01-27,2026-12-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Estradot 50 mikrog/24 timer depotplaster, 24x1 stk foliepose",østradiolhemihydrat,,,,,2026-01-27,2026-06-19,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Estradot 25 mikrog/24 timer depotplaster, 24x1 stk foliepose",østradiolhemihydrat,,,,,2026-02-02,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.576731
NO,Norway,DMP,"Paralgin Forte 400 mg/30 mg tablett, 100 stk blisterpakning","kodeinfosfatsesquihydrat, paracetamol",,,N02BE01,,2026-02-16,2026-04-07,shortage,Saksbehandling ikke startet,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Somac Control 20 mg enterotablett, 14 stk blisterpakning",pantoprazolnatriumseskvihydrat,,,A02BC02,,2026-02-01,2026-03-13,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Baycoxine vet 50 mg/ml mikstur, suspensjon, 1000 ml flaske av plast",toltrazuril,,,,,2026-01-25,2026-02-13,resolved,"Grossister (og apotek) har tilstrekkelig lager / Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.577732
NO,Norway,DMP,"Milbemax vet 12,5 mg/125 mg tablett, 2 stk blisterpakning","milbemycinoksim, prazikvantel",,,,,2026-01-25,2026-03-06,resolved,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.577732
NO,Norway,DMP,"Naproxen Orion 500 mg tablett, 50 stk blisterpakning",naproksen,,,,,2026-01-25,2026-03-19,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.577732
NO,Norway,DMP,"AviPro Thymovac  lyofilisat til bruk i drikkevann, 10x1000 doser hetteglass",kyllinganemivirus (cav) stamme cux-1,,,,,2026-01-23,2026-03-06,resolved,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Ilomedin 20 mikrog/ml konsentrat til infusjonsvæske, oppløsning, 5x2,5 ml ampulle av glass",iloprosttrometamol,,,,,2026-01-26,2026-03-24,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Ilomedin 20 mikrog/ml konsentrat til infusjonsvæske, oppløsning, 5x1 ml ampulle av glass",iloprosttrometamol,,,,,2026-01-26,2026-02-23,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Rompun vet 20 mg/ml injeksjonsvæske, oppløsning, 5x25 ml hetteglass",xylazinhydroklorid,,,,,2026-01-23,2026-03-06,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Mepiblock Vet 20 mg/ml injeksjonsvæske, oppløsning, 6x10 ml hetteglass",mepivakainhydroklorid,,,,,2026-01-23,2026-02-13,resolved,Ingen tiltak iverksatt,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Nematel vet 439 mg/g oralpasta, 30,33 g doseringssprøyte",pyrantelembonat,,,,,2026-01-23,2026-03-06,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Ceftriaxon Kalceks 2 g pulver til injeksjons-/infusjonsvæske, oppløsning, 10x2 g hetteglass",ceftriaksonnatrium,,,,,2026-01-23,2026-06-01,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Avtozma 162 mg injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 4x0,9 ml ferdigfylt sprøyte",tocilizumab,,,L04AC07,,2026-01-27,2026-02-06,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Catophos Vet 100 mg/ml/0,05 mg/ml injeksjonsvæske, oppløsning, 1x100 ml hetteglass","butafosfan, cyanokobalamin",,,,,2026-01-01,2026-04-01,shortage,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Xeplion 50 mg depotinjeksjonsvæske, suspensjon, 2 stk kanyle",paliperidonpalmitat,,,N05AX13,,2026-02-27,2026-03-04,resolved,"Legemiddel med samme ATC-kode, men annen styrke, er tilgjengelig / Behandling med annet virkestoff bør vurderes",2026-03-12T15:53:54.577732
NO,Norway,DMP,"Xeplion 75 mg depotinjeksjonsvæske, suspensjon, 2 stk kanyle",paliperidonpalmitat,,,N05AX13,,2026-02-13,2026-10-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Xeplion 100 mg depotinjeksjonsvæske, suspensjon, 100 mg ferdigfylt sprøyte",paliperidonpalmitat,,,N05AX13,,2026-02-02,2026-10-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Xeplion 150 mg depotinjeksjonsvæske, suspensjon, 150 mg ferdigfylt sprøyte",paliperidonpalmitat,,,N05AX13,,2026-03-04,2026-10-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.577732
NO,Norway,DMP,"Bevitrio 0,5 mg/0,8 mg/3 mg tablett, 100 stk boks av plast","cyanokobalamin, folsyre, pyridoksinhydroklorid",,,,,2026-02-06,2026-03-13,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Linezolid Fresenius Kabi 2 mg/ml infusjonsvæske, oppløsning, 10x300 ml infusjonsflaske",linezolid,,,J01XX08,,2026-01-23,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Seroquel 300 mg tablett, filmdrasjert, 100 stk blisterpakning",kvetiapinfumarat,,,,,2026-01-20,2026-06-30,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Lariam 250 mg tablett, 8 stk blisterpakning",meflokinhydroklorid,,,,,2026-01-30,2026-02-09,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Temozolomide SUN 140 mg kapsel, hard, 20x1 stk endoseblisterpakning",temozolomid,,,L01AX03,,2026-01-01,2026-05-31,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Elidel 10 mg/g krem, 30 g tube",pimecrolimus,,,D11AH02,,2026-01-22,2026-02-27,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Gelisse 50 mikrog/g vaginalgel, 30 g tube",østriol,,,,,2026-02-04,2026-03-02,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Natriumklorid Abboxia 500 mg tablett, filmdrasjert, 200 stk boks av plast",natriumklorid,,,,,2026-01-22,2026-02-20,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Dermovat 0,5 mg/ml liniment, oppløsning, 100 ml flaske",klobetasolpropionat,,,,,2026-02-03,2026-03-10,resolved,"Legemiddel med samme ATC-kode, men annen formulering, er tilgjengelig",2026-03-12T15:53:54.578725
NO,Norway,DMP,"Xylocain 100 mg/ml spray, 50 ml flaske",lidokain,,,,,2026-03-02,2026-07-15,shortage,Saksbehandling pågår,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Calcium-Sandoz 500 mg brusetablett, 20 stk boks","kalsiumkarbonat, kalsiumlaktatglukonat",,,,,2026-03-26,2026-04-30,upcoming,Saksbehandling pågår,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Midazolam B.Braun 1 mg/ml injeksjons-/infusjonsvæske, oppløsning, 20x5 ml ampulle av plast",midazolamhydroklorid,,,N05CD08,,2026-01-21,2026-02-08,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Sterilt vann B. Braun (ikke angitt styrke) oppløsningsvæske til parenteral bruk, 20x20 ml ampulle av plast (mini-plasco connect)",vann til injeksjonsvæsker,,,,,2026-01-19,2026-02-14,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Teriflunomide Glenmark 14 mg tablett, filmdrasjert, 28x1 stk endoseblisterpakning",teriflunomid,,,L04AK02,,2026-01-21,2026-05-20,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Teriflunomide Glenmark 14 mg tablett, filmdrasjert, 84x1 stk endoseblisterpakning",teriflunomid,,,L04AK02,,2026-01-21,2026-02-12,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Gentamicin B. Braun 3 mg/ml infusjonsvæske, oppløsning, 10x120 ml beholder av plast (ecoflac plus)",gentamicinsulfat,,,J01GB03,,2026-01-21,2026-01-23,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Rivaxa 2,5 mg tablett, filmdrasjert, 196 stk blisterpakning",rivaroksaban,,,,,2026-01-21,2026-03-02,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Paracetamol B. Braun 10 mg/ml infusjonsvæske, oppløsning, 10x50 ml flaske av plast",paracetamol,,,N02BE01,,2026-01-21,2026-03-20,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.578725
NO,Norway,DMP,"Rivaxa 10 mg tablett, filmdrasjert, 98 stk blisterpakning",rivaroksaban,,,,,2026-01-21,2026-02-26,resolved,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Constella 290 mikrog kapsel, hard, 90 stk boks",linaklotid,,,,,2026-01-26,2026-03-17,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Posaconazole Accord 100 mg enterotablett, 96x1 stk endoseblisterpakning",posakonazol,,,,,2026-02-20,2026-05-01,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Soluvit  pulver til infusjonsvæske, oppløsning, 10 stk hetteglass","biotin, cyanokobalamin, folsyre, natriumaskorbat, natriumpantotenat, nikotinamid, pyridoksinhydroklorid, riboflavinnatriumfosfat, tiaminnitrat",,,A11HA05,,2026-01-19,2026-02-04,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Kerendia 10 mg tablett, filmdrasjert, 98 stk blisterpakning",finerenon,,,C03DA05,,2026-01-05,2026-01-22,resolved,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Sterilt vann B. Braun (ikke angitt styrke) oppløsningsvæske til parenteral bruk, 20x5 ml ampulle av plast (mini-plasco connect)",vann til injeksjonsvæsker,,,,,2026-01-19,2026-01-21,resolved,Likeverdig alternativ tilgjengelig,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Brinzolamid/Brimonidin Medical Valley 10 mg/ml/2 mg/ml øyedråper, suspensjon, 1x5 ml flaske","brimonidintartrat, brinzolamid",,,,,2026-01-20,2026-05-15,shortage,Grossister (og apotek) har tilstrekkelig lager,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Brinzolamid/Brimonidin Medical Valley 10 mg/ml/2 mg/ml øyedråper, suspensjon, 3x5 ml flaske","brimonidintartrat, brinzolamid",,,,,2026-01-20,2026-05-15,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Brinzolamid/Timolol Medical Valley 10 mg/ml/5 mg/ml øyedråper, suspensjon, 3x5 ml flaske","brinzolamid, timololmaleat",,,S01ED51,,2026-01-20,2026-05-29,shortage,Saksbehandling pågår,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Budenofalk  4 mg  stikkpille (stk), 30 stk",budesonid,,,,,2026-02-08,2026-04-05,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Dapson 50 mg tablett, 100 stk boks av plast",dapson,,,J04BA02,,2026-01-20,2026-07-31,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Targiniq 5 mg/2,5 mg depottablett, 98 stk blisterpakning","naloksonhydrokloriddihydrat, oksykodonhydroklorid",,,,,2026-02-23,2026-03-26,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Allopurinol Sandoz 300 mg tablett, 105 stk boks av plast",allopurinol,,,M04AA01,,2026-01-19,2026-06-08,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Dutasteride/Tamsulosin Hexal 0,5 mg/0,4 mg kapsel, hard, 90 stk blisterpakning","dutasterid, tamsulosinhydroklorid",,,G04CA02,,2026-01-22,2026-07-20,shortage,Saksbehandling pågår,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Entecavir Sandoz 1 mg tablett, filmdrasjert, 30 stk blisterpakning",entekavirmonohydrat,,,,,2026-01-21,2026-02-20,resolved,Grossister (og apotek) har tilstrekkelig lager / Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Estalis 50 mikrog/250 mikrog/24 timer depotplaster, 24x1 stk foliepose","noretisteronacetat, østradiolhemihydrat",,,,,2026-04-16,2026-08-01,upcoming,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Wellbutrin Retard 150 mg tablett med modifisert frisetting, 90 stk boks av plast",bupropionhydroklorid,,,N06AX12,,2026-03-09,2026-03-27,shortage,Tilgjengelig legemiddel innen samme byttegruppe,2026-03-12T15:53:54.579707
NO,Norway,DMP,"Inotyol 15 mg/g/150 mg/g/50 mg/g salve, 30 g tube","iktammol, sinkoksid, titandioksid",,,,,2026-01-19,2026-03-31,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Zofran 0,8 mg/ml mikstur, oppløsning, 50 ml flaske",ondansetronhydrokloriddihydrat,,,A04AA01,,2026-02-15,2026-04-01,shortage,Tillatelse til salg av utenlandske pakninger,2026-03-12T15:53:54.580728
NO,Norway,DMP,"Pneumovax  injeksjonsvæske, oppløsning i ferdigfylt sprøyte, 0,5 ml ferdigfylt sprøyte av glass","pneumokokk-polysakkarid serotype 1, pneumokokk-polysakkarid serotype 10a, pneumokokk-polysakkarid serotype 11a, pneumokokk-polysakkarid serotype 12f, pneumokokk-polysakkarid serotype 14, pneumokokk-polysakkarid serotype 15b, pneumokokk-polysakkarid serotype 17f, pneumokokk-polysakkarid serotype 18c, pneumokokk-polysakkarid serotype 19a, pneumokokk-polysakkarid serotype 19f, pneumokokk-polysakkarid serotype 2, pneumokokk-polysakkarid serotype 20, pneumokokk-polysakkarid serotype 22f, pneumokokk-polysakkarid serotype 23f, pneumokokk-polysakkarid serotype 3, pneumokokk-polysakkarid serotype 33f, pneumokokk-polysakkarid serotype 4, pneumokokk-polysakkarid serotype 5, pneumokokk-polysakkarid serotype 6b, pneumokokk-polysakkarid serotype 7f, pneumokokk-polysakkarid serotype 8, pneumokokk-polysakkarid serotype 9n, pneumokokk-polysakkarid serotype 9v",,,,,2026-02-01,2026-12-31,shortage,Behandling med annet virkestoff bør vurderes,2026-03-12T15:53:54.580728
